"disease","chiefdom","PHU","pop","epiweek","fyo","cas","dth"
" Malaria cases","Kafe Simira","CHC Mabontor","9999","2015-48","u","55",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-48","o","",""
" Malaria cases","Kalansogoia","MCHP Kathombo","9999","2015-48","u","16",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-48","o","5",""
" Malaria cases","Sambaya Bendugu","CHC Bendugu","9999","2015-48","u","20",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","o","25",""
" Malaria cases","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","u","40",""
" Malaria cases","Sambaya Bendugu","MCHP Kunya","9999","2015-48","o","24",""
" Malaria cases","Sambaya Bendugu","MCHP Kunya","9999","2015-48","u","62",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-48","o","4",""
" Malaria cases","Tane","MCHP Makrugbeh","9999","2015-48","u","12",""
" Malaria cases","Tane","MCHP Makona","9999","2015-48","o","21",""
" Malaria cases","Tane","MCHP Makona","9999","2015-48","u","30",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-48","o","6",""
" Malaria cases","Kunike Barina","CHC Makali","9999","2015-48","u","31",""
" Malaria cases","Kunike Barina","MCHP Massaba","9999","2015-48","o","9",""
" Malaria cases","Kunike Barina","MCHP Massaba","9999","2015-48","u","6",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-48","o","18",""
" Malaria cases","Kunike Barina","MCHP Wonkibor","9999","2015-48","u","16",""
" Malaria cases","Kunike ","CHC Masingbi","9999","2015-48","o","8",""
" Malaria cases","Kunike ","CHC Masingbi","9999","2015-48","u","18",""
" Malaria cases","Kunike ","CHP Mamansosanka","9999","2015-48","o","2","8"
" Malaria cases","Kunike ","CHP Mamansosanka","9999","2015-48","u","19",""
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-48","o","",""
" Malaria cases","Kunike ","MCHP Petifuline","9999","2015-48","u","66",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-48","o","23",""
" Malaria cases","Kunike ","MCHP Masiaka","9999","2015-48","u","24",""
" Malaria cases","Kunike ","MCHP Magbanabom","9999","2015-48","o","7",""
" Malaria cases","Kunike ","MCHP Magbanabom","9999","2015-48","u","5",""
" Malaria cases","Kunike ","MCHP Maconteh Thama","9999","2015-48","o","8",""
" Malaria cases","Kunike ","MCHP Maconteh Thama","9999","2015-48","u","15",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-48","o","20",""
" Malaria cases","Gbonkolenken","Lion Heart Hospital","9999","2015-48","u","25",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-48","o","15",""
" Malaria cases","Gbonkolenken","CHC Yele","9999","2015-48","u","22",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-48","o","20",""
" Malaria cases","Gbonkolenken","CHC Mayepoh","9999","2015-48","u","28",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-48","o","10",""
" Malaria cases","Gbonkolenken","CHP Makonkorie","9999","2015-48","u","14",""
" Malaria cases","Gbonkolenken","MCHP Maraka","9999","2015-48","o","9",""
" Malaria cases","Gbonkolenken","MCHP Maraka","9999","2015-48","u","23",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","o","5",""
" Malaria cases","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","u","10",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-48","o","10",""
" Malaria cases","Gbonkolenken","MCHP Mansumana","9999","2015-48","u","25",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","o","10",""
" Malaria cases","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","u","27",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-48","o","15",""
" Malaria cases","Gbonkolenken","MCHP Mafay","9999","2015-48","u","28",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-48","o","4",""
" Malaria cases","Gbonkolenken","MCHP Warrima","9999","2015-48","u","17",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-48","o","26",""
" Malaria cases","Gbonkolenken","CHC Manowo","9999","2015-48","u","65",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-48","o","15",""
" Malaria cases","Malal Mara","MCHP Rochen malal","9999","2015-48","u","37",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-48","o","24",""
" Malaria cases","Malal Mara","MCHP Kiampkakolo","9999","2015-48","u","30",""
" Malaria cases","Yoni","CHP Rochen kamandao","9999","2015-48","o","22",""
" Malaria cases","Yoni","CHP Rochen kamandao","9999","2015-48","u","54",""
" Malaria cases","Yoni","MCHP Roneitta","9999","2015-48","o","26",""
" Malaria cases","Yoni","MCHP Roneitta","9999","2015-48","u","42",""
" Malaria cases","Yoni","CHC  Mathoir","9999","2015-48","o","6",""
" Malaria cases","Yoni","CHC  Mathoir","9999","2015-48","u","28",""
" Malaria cases","Yoni","MCHP Rokimbi","9999","2015-48","o","15",""
" Malaria cases","Yoni","MCHP Rokimbi","9999","2015-48","u","63",""
" Malaria cases","Yoni","MCHP Makelleh","9999","2015-48","o","20",""
" Malaria cases","Yoni","MCHP Makelleh","9999","2015-48","u","33",""
" Malaria cases","Yoni","CHP Masengbeh","9999","2015-48","o","18",""
" Malaria cases","Yoni","CHP Masengbeh","9999","2015-48","u","45",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","o","",""
"Malaria tested","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","u","88",""
"Malaria tested","Kholifa Rowalla","MCHP Mabai","9999","2015-48","o","1",""
"Malaria tested","Kholifa Rowalla","MCHP Mabai","9999","2015-48","u","7",""
"Malaria tested","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","o","14",""
"Malaria tested","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","u","16",""
"Malaria tested","Kholifa Rowalla","MCHP Masoko","9999","2015-48","o","25",""
"Malaria tested","Kholifa Rowalla","MCHP Masoko","9999","2015-48","u","35",""
"Malaria tested","Kholifa Rowalla","MCHP Maborie","9999","2015-48","o","16",""
"Malaria tested","Kholifa Rowalla","MCHP Maborie","9999","2015-48","u","31",""
"Malaria tested","Kholifa Rowalla","MCHP Malone","9999","2015-48","o","3",""
"Malaria tested","Kholifa Rowalla","MCHP Malone","9999","2015-48","u","27",""
"Malaria tested","Kholifa Rowalla","CHP Mabom","9999","2015-48","o","10",""
"Malaria tested","Kholifa Rowalla","CHP Mabom","9999","2015-48","u","15",""
"Malaria tested","Kafe Simira","CHC Mabontor","9999","2015-48","o","45",""
"Malaria tested","Kafe Simira","CHC Mabontor","9999","2015-48","u","55",""
"Malaria tested","Kalansogoia","MCHP Kathombo","9999","2015-48","o","",""
"Malaria tested","Kalansogoia","MCHP Kathombo","9999","2015-48","u","16",""
"Malaria tested","Sambaya Bendugu","CHC Bendugu","9999","2015-48","o","5",""
"Malaria tested","Sambaya Bendugu","CHC Bendugu","9999","2015-48","u","20",""
"Malaria tested","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","o","25",""
"Malaria tested","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","u","40",""
"Malaria tested","Sambaya Bendugu","MCHP Kunya","9999","2015-48","o","24",""
"Malaria tested","Sambaya Bendugu","MCHP Kunya","9999","2015-48","u","62",""
"Malaria tested","Tane","MCHP Makrugbeh","9999","2015-48","o","4",""
"Malaria tested","Tane","MCHP Makrugbeh","9999","2015-48","u","12",""
"Malaria tested","Tane","MCHP Makona","9999","2015-48","o","21",""
"Malaria tested","Tane","MCHP Makona","9999","2015-48","u","30",""
"Malaria tested","Kunike Barina","CHC Makali","9999","2015-48","o","6",""
"Malaria tested","Kunike Barina","CHC Makali","9999","2015-48","u","31",""
"Malaria tested","Kunike Barina","MCHP Massaba","9999","2015-48","o","9",""
"Malaria tested","Kunike Barina","MCHP Massaba","9999","2015-48","u","6",""
"Malaria tested","Kunike Barina","MCHP Wonkibor","9999","2015-48","o","18",""
"Malaria tested","Kunike Barina","MCHP Wonkibor","9999","2015-48","u","16",""
"Malaria tested","Kunike ","CHC Masingbi","9999","2015-48","o","8",""
"Malaria tested","Kunike ","CHC Masingbi","9999","2015-48","u","18",""
"Malaria tested","Kunike ","CHP Mamansosanka","9999","2015-48","o","28",""
"Malaria tested","Kunike ","CHP Mamansosanka","9999","2015-48","u","19",""
"Malaria tested","Kunike ","MCHP Petifuline","9999","2015-48","o","",""
"Malaria tested","Kunike ","MCHP Petifuline","9999","2015-48","u","66",""
"Malaria tested","Kunike ","MCHP Masiaka","9999","2015-48","o","23",""
"Malaria tested","Kunike ","MCHP Masiaka","9999","2015-48","u","24",""
"Malaria tested","Kunike ","MCHP Magbanabom","9999","2015-48","o","7",""
"Malaria tested","Kunike ","MCHP Magbanabom","9999","2015-48","u","5",""
"Malaria tested","Kunike ","MCHP Maconteh Thama","9999","2015-48","o","8",""
"Malaria tested","Kunike ","MCHP Maconteh Thama","9999","2015-48","u","15",""
"Malaria tested","Gbonkolenken","Lion Heart Hospital","9999","2015-48","o","20",""
"Malaria tested","Gbonkolenken","Lion Heart Hospital","9999","2015-48","u","25",""
"Malaria tested","Gbonkolenken","CHC Yele","9999","2015-48","o","15",""
"Malaria tested","Gbonkolenken","CHC Yele","9999","2015-48","u","22",""
"Malaria tested","Gbonkolenken","CHC Mayepoh","9999","2015-48","o","20",""
"Malaria tested","Gbonkolenken","CHC Mayepoh","9999","2015-48","u","28",""
"Malaria tested","Gbonkolenken","CHP Makonkorie","9999","2015-48","o","10",""
"Malaria tested","Gbonkolenken","CHP Makonkorie","9999","2015-48","u","14",""
"Malaria tested","Gbonkolenken","MCHP Maraka","9999","2015-48","o","9",""
"Malaria tested","Gbonkolenken","MCHP Maraka","9999","2015-48","u","23",""
"Malaria tested","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","o","5",""
"Malaria tested","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","u","10",""
"Malaria tested","Gbonkolenken","MCHP Mansumana","9999","2015-48","o","",""
"Malaria tested","Gbonkolenken","MCHP Mansumana","9999","2015-48","u","",""
"Malaria tested","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","o","10",""
"Malaria tested","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","u","27",""
"Malaria tested","Gbonkolenken","MCHP Mafay","9999","2015-48","o","15",""
"Malaria tested","Gbonkolenken","MCHP Mafay","9999","2015-48","u","28",""
"Malaria tested","Gbonkolenken","MCHP Warrima","9999","2015-48","o","4",""
"Malaria tested","Gbonkolenken","MCHP Warrima","9999","2015-48","u","17",""
"Malaria tested","Gbonkolenken","CHC Manowo","9999","2015-48","o","26",""
"Malaria tested","Gbonkolenken","CHC Manowo","9999","2015-48","u","65",""
"Malaria tested","Malal Mara","MCHP Rochen malal","9999","2015-48","o","15",""
"Malaria tested","Malal Mara","MCHP Rochen malal","9999","2015-48","u","37",""
"Malaria tested","Malal Mara","MCHP Kiampkakolo","9999","2015-48","o","24",""
"Malaria tested","Malal Mara","MCHP Kiampkakolo","9999","2015-48","u","30",""
"Malaria tested","Yoni","CHP Rochen kamandao","9999","2015-48","o","12",""
"Malaria tested","Yoni","CHP Rochen kamandao","9999","2015-48","u","23",""
"Malaria tested","Yoni","MCHP Roneitta","9999","2015-48","o","26",""
"Malaria tested","Yoni","MCHP Roneitta","9999","2015-48","u","42",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2015-48","o","6",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2015-48","u","28",""
"Malaria tested","Yoni","MCHP Rokimbi","9999","2015-48","o","15",""
"Malaria tested","Yoni","MCHP Rokimbi","9999","2015-48","u","63",""
"Malaria tested","Yoni","MCHP Makelleh","9999","2015-48","o","20",""
"Malaria tested","Yoni","MCHP Makelleh","9999","2015-48","u","33",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2015-48","o","18",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2015-48","u","45",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","o","32",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","u","30",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2015-48","o","1",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2015-48","u","7",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","o","10",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","u","9",""
"Malaria Positive","Kholifa Rowalla","MCHP Masoko","9999","2015-48","o","22",""
"Malaria Positive","Kholifa Rowalla","MCHP Masoko","9999","2015-48","u","30",""
"Malaria Positive","Kholifa Rowalla","MCHP Maborie","9999","2015-48","o","10",""
"Malaria Positive","Kholifa Rowalla","MCHP Maborie","9999","2015-48","u","22",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2015-48","o","3",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2015-48","u","23",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2015-48","o","7",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2015-48","u","11",""
"Malaria Positive","Kafe Simira","CHC Mabontor","9999","2015-48","o","35",""
"Malaria Positive","Kafe Simira","CHC Mabontor","9999","2015-48","u","45",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2015-48","o","",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2015-48","u","16",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2015-48","o","2",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2015-48","u","19",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","o","19",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-48","u","36",""
"Malaria Positive","Sambaya Bendugu","MCHP Kunya","9999","2015-48","o","22",""
"Malaria Positive","Sambaya Bendugu","MCHP Kunya","9999","2015-48","u","52",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2015-48","o","4",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2015-48","u","11",""
"Malaria Positive","Tane","MCHP Makona","9999","2015-48","o","16",""
"Malaria Positive","Tane","MCHP Makona","9999","2015-48","u","15",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-48","o","4",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2015-48","u","27",""
"Malaria Positive","Kunike Barina","MCHP Massaba","9999","2015-48","o","7",""
"Malaria Positive","Kunike Barina","MCHP Massaba","9999","2015-48","u","5",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-48","o","13",""
"Malaria Positive","Kunike Barina","MCHP Wonkibor","9999","2015-48","u","13",""
"Malaria Positive","Kunike ","CHC Masingbi","9999","2015-48","o","8",""
"Malaria Positive","Kunike ","CHC Masingbi","9999","2015-48","u","15",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2015-48","o","28",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2015-48","u","19",""
"Malaria Positive","Kunike ","MCHP Petifuline","9999","2015-48","o","",""
"Malaria Positive","Kunike ","MCHP Petifuline","9999","2015-48","u","66",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-48","o","11",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2015-48","u","10",""
"Malaria Positive","Kunike ","MCHP Magbanabom","9999","2015-48","o","7",""
"Malaria Positive","Kunike ","MCHP Magbanabom","9999","2015-48","u","5",""
"Malaria Positive","Kunike ","MCHP Maconteh Thama","9999","2015-48","o","5",""
"Malaria Positive","Kunike ","MCHP Maconteh Thama","9999","2015-48","u","13",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-48","o","15",""
"Malaria Positive","Gbonkolenken","Lion Heart Hospital","9999","2015-48","u","5",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-48","o","5",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2015-48","u","17",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2015-48","o","20",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2015-48","u","23",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-48","o","10",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2015-48","u","14",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2015-48","o","9",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2015-48","u","23",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","o","5",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","u","10",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2015-48","o","",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2015-48","u","",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","o","10",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2015-48","u","27",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-48","o","11",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2015-48","u","21",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-48","o","4",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2015-48","u","15",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-48","o","5",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2015-48","u","30",""
"Malaria Positive","Kholifa Mabang","MCHP Kumrabai Station","9999","2015-48","o","",""
"Malaria Positive","Kholifa Mabang","MCHP Kumrabai Station","9999","2015-48","u","",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-48","o","5",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2015-48","u","16",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-48","o","6",""
"Malaria Positive","Malal Mara","MCHP Kiampkakolo","9999","2015-48","u","12",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2015-48","o","12",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2015-48","u","23",""
"Malaria Positive","Yoni","MCHP Roneitta","9999","2015-48","o","26",""
"Malaria Positive","Yoni","MCHP Roneitta","9999","2015-48","u","42",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-48","o","3",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2015-48","u","11",""
"Malaria Positive","Yoni","MCHP Rokimbi","9999","2015-48","o","15",""
"Malaria Positive","Yoni","MCHP Rokimbi","9999","2015-48","u","63",""
"Malaria Positive","Yoni","MCHP Makelleh","9999","2015-48","o","15",""
"Malaria Positive","Yoni","MCHP Makelleh","9999","2015-48","u","18",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2015-48","o","18",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2015-48","u","45",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","o","",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-48","u","51",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","o","4",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2015-48","u","7",""
"Other disease","Kholifa Rowalla","MCHP Masoko","9999","2015-48","o","2",""
"Other disease","Kholifa Rowalla","MCHP Masoko","9999","2015-48","u","10",""
"Other disease","Kholifa Rowalla","MCHP Maborie","9999","2015-48","o","25",""
"Other disease","Kholifa Rowalla","MCHP Maborie","9999","2015-48","u","7",""
"Other disease","Sambaya Bendugu","CHC Bendugu","9999","2015-48","o","6",""
"Other disease","Sambaya Bendugu","CHC Bendugu","9999","2015-48","u","3",""
"Other disease","Tane","MCHP Makrugbeh","9999","2015-48","o","",""
"Other disease","Tane","MCHP Makrugbeh","9999","2015-48","u","2",""
"Other disease","Kunike Barina","CHC Makali","9999","2015-48","o","",""
"Other disease","Kunike Barina","CHC Makali","9999","2015-48","u","20",""
"Other disease","Kunike ","CHP Mamansosanka","9999","2015-48","o","32",""
"Other disease","Kunike ","CHP Mamansosanka","9999","2015-48","u","12",""
"Other disease","Gbonkolenken","CHC Yele","9999","2015-48","o","7",""
"Other disease","Gbonkolenken","CHC Yele","9999","2015-48","u","11",""
"Other disease","Gbonkolenken","CHC Mayepoh","9999","2015-48","o","",""
"Other disease","Gbonkolenken","CHC Mayepoh","9999","2015-48","u","1",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2015-48","o","17",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2015-48","u","13",""
"Other disease","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","o","",""
"Other disease","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-48","u","1",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2015-48","o","",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2015-48","u","10",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2015-48","o","1",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2015-48","u","1",""
"Other disease","Yoni","MCHP Rokimbi","9999","2015-48","o","",""
"Other disease","Yoni","MCHP Rokimbi","9999","2015-48","u","6",""
"Other disease","Yoni","CHP Masengbeh","9999","2015-48","o","3",""
"Other disease","Yoni","CHP Masengbeh","9999","2015-48","u","7",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-47","u","4",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Maborie","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Maborie","9999","2015-47","u","4",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-47","o","13",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-47","u","11",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-47","o","4",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-47","u","16",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Kholifaga","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Kholifaga","9999","2015-47","u","6",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-47","o","1",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-47","u","3",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Yele","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Yele","9999","2015-47","u","1",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Mayepoh","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","CHC Mayepoh","9999","2015-47","u","1",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-47","u","4",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Warrima","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Warrima","9999","2015-47","u","2",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Bakeloko","9999","2015-47","o","3",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Bakeloko","9999","2015-47","u","8",""
"Diarrhoea Severe dehydratation ","Yoni","CHC  Mathoir","9999","2015-47","o","",""
"Diarrhoea Severe dehydratation ","Yoni","CHC  Mathoir","9999","2015-47","u","","1"
"Dysentery (Bloody Diarrhea)","Kunike Barina","CHC Makali","9999","2015-47","o","",""
"Dysentery (Bloody Diarrhea)","Kunike Barina","CHC Makali","9999","2015-47","u","5",""
"Dysentery (Bloody Diarrhea)","Yoni","MCHP Yonibana","9999","2015-47","o","1",""
"Dysentery (Bloody Diarrhea)","Yoni","MCHP Yonibana","9999","2015-47","u","",""
"Severe Malnutrition","Kalansogoia","CHC Bumbuna","9999","2015-47","o","",""
"Severe Malnutrition","Kalansogoia","CHC Bumbuna","9999","2015-47","u","2",""
"Severe Malnutrition","Gbonkolenken","MCHP Mansumana","9999","2015-47","o","",""
"Severe Malnutrition","Gbonkolenken","MCHP Mansumana","9999","2015-47","u","1",""
"Severe Malnutrition","Gbonkolenken","MCHP Warrima","9999","2015-47","o","",""
"Severe Malnutrition","Gbonkolenken","MCHP Warrima","9999","2015-47","u","6",""
"Severe Malnutrition","Yoni","CHC  Mathoir","9999","2015-47","o","",""
"Severe Malnutrition","Yoni","CHC  Mathoir","9999","2015-47","u","3","1"
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-47","o","",""
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-47","u","49",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mayossoh","9999","2015-47","o","25",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mayossoh","9999","2015-47","u","30",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Maborie","9999","2015-47","o","15",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Maborie","9999","2015-47","u","21",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Magbass","9999","2015-47","o","2",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Magbass","9999","2015-47","u","19",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-47","o","10",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-47","u","29",""
"Sever Pneumonia","Kalansogoia","CHC Bumbuna","9999","2015-47","o","",""
"Sever Pneumonia","Kalansogoia","CHC Bumbuna","9999","2015-47","u","10",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kholifaga","9999","2015-47","o","8",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kholifaga","9999","2015-47","u","12",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-47","o","8",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-47","u","19",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kunya","9999","2015-47","o","83",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kunya","9999","2015-47","u","100",""
"Sever Pneumonia","Kunike ","CHP Mamansosanka","9999","2015-47","o","4",""
"Sever Pneumonia","Kunike ","CHP Mamansosanka","9999","2015-47","u","2",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-47","o","25",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-47","u","30",""
"Sever Pneumonia","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-47","o","",""
"Sever Pneumonia","Gbonkolenken","MCHP Petifu Mayepoh","9999","2015-47","u","53",""
"Sever Pneumonia","Gbonkolenken","MCHP Warrima","9999","2015-47","o","3",""
"Sever Pneumonia","Gbonkolenken","MCHP Warrima","9999","2015-47","u","27","1"
"Sever Pneumonia","Yoni","CHP Bakeloko","9999","2015-47","o","13",""
"Sever Pneumonia","Yoni","CHP Bakeloko","9999","2015-47","u","16",""
"Sever Pneumonia","Yoni","CHC  Mathoir","9999","2015-47","o","",""
"Sever Pneumonia","Yoni","CHC  Mathoir","9999","2015-47","u","4",""
