province,zone,epiweek,disease,fyo,cas,dec
Tshopo,Yabaondo,2017-27,DIARR SANGLANTE,o,15,0
Tshopo,Banalia,2017-42,TNN,o,204,6
Tshopo,Yabaondo,2017-26,TNN,o,84,0
Tshopo,Yabaondo,2016-52,PESTE,o,72,1
Tshopo,Basali,2016-36,DIARR SANGLANTE,o,170,0
Tshopo,Lubunga,2017-28,IRA,o,160,2
Tshopo,Yakusu,2017-19,FIEVRE TYPHOIDE,o,0,0
Tshopo,Bafwagbogbo,2017-11,FIEVRE HEMORRAGIQUE EBOLA,o,0,0
Tshopo,Yahuma,2017-04,PFA,o,90,6
Tshopo,Makiso-Kisangani,2018-16,FIEVRE HEMORRAGIQUE EBOLA,o,112,0
Tshopo,Opala,2017-28,TNN,o,100,0
Tshopo,Lubunga,2016-46,TNN,o,15,0
Tshopo,Yabaondo,2016-30,PFA,o,20,0
Tshopo,Opienge,2018-09,COQUELUCHE,o,80,0
Tshopo,Lubunga,2016-35,TNN,o,0,0
Tshopo,Isangi,2017-12,FIEVRE HEMORRAGIQUE EBOLA,o,9,0
Tshopo,Opala,2016-36,FIEVRE JAUNE,o,120,0
Tshopo,Ubundu,2017-27,ROUGEOLE,o,24,0
Tshopo,Banalia,2017-39,PALUDISME,o,16,0
Tshopo,Wanie-Rukula,2017-05,TNN,o,240,0
Tshopo,Mangobo,2018-10,TNN,o,24,0
Tshopo,Lubunga,2017-25,IRA,o,14,0
Tshopo,Opienge,2017-10,PALUDISME,o,14,0
Tshopo,Isangi,2016-30,PALUDISME,o,0,0
Tshopo,Tshopo,2017-19,TNN,o,1,0
Tshopo,Tshopo,2016-51,DIARR SANGLANTE,o,0,0
Tshopo,Kabondo,2017-06,IRA,o,180,0
Tshopo,Lowa,2017-15,PALUDISME,o,18,0
Tshopo,Ubundu,2017-30,FIEVRE TYPHOIDE,o,140,0
Tshopo,Lubunga,2016-33,PFA,o,0,0
Tshopo,Bafwagbogbo,2017-38,MENINGITE,o,12,0
Tshopo,Isangi,2017-36,FIEVRE TYPHOIDE,o,48,0
Tshopo,Tshopo,2016-22,MENINGITE,o,84,0
Tshopo,Ubundu,2018-19,FIEVRE TYPHOIDE,o,36,0
Tshopo,Lubunga,2017-22,FIEVRE HEMORRAGIQUE EBOLA,o,60,0
Tshopo,Banalia,2017-04,MENINGITE,o,0,2
Tshopo,Mangobo,2016-22,MENINGITE,o,36,0
Tshopo,Yahuma,2017-29,FIEVRE TYPHOIDE,o,112,0
Tshopo,Basoko,2017-27,FIEVRE HEMORRAGIQUE EBOLA,o,28,0
Tshopo,Yalimbongo,2016-23,PFA,o,224,0
Tshopo,Yahisuli,2017-40,DECES MATERNEL,o,77,0
Tshopo,Tshopo,2018-17,PFA,o,128,0
Tshopo,Yahuma,2016-45,PFA,o,45,0
Tshopo,Makiso-Kisangani,2016-46,PALUDISME,o,80,0
Tshopo,Kabondo,2017-20,PALUDISME,o,54,0
Tshopo,Banalia,2017-48,RAGE,o,10,0
Tshopo,Makiso-Kisangani,2016-29,CHOLERA,o,98,0
Tshopo,Yalimbongo,2016-20,PALUDISME,o,24,0
Tshopo,Banalia,2017-51,MENINGITE,o,56,0
Tshopo,Yahuma,2016-36,DECES MATERNEL,o,36,0
Tshopo,Wanie-Rukula,2016-30,DECES MATERNEL,o,49,0
Tshopo,Makiso-Kisangani,2017-17,COQUELUCHE,o,30,0
Tshopo,Isangi,2018-08,PFA,o,80,4
Tshopo,Kabondo,2017-36,PESTE,o,234,0
Tshopo,Mangobo,2016-31,FIEVRE HEMORRAGIQUE EBOLA,o,133,0
Tshopo,Banalia,2017-41,PALUDISME,o,126,0
Tshopo,Makiso-Kisangani,2016-46,FIEVRE JAUNE,o,136,0
Tshopo,Lubunga,2016-37,MENINGITE,o,42,2
Tshopo,Mangobo,2016-43,TNN,o,48,0
Tshopo,Bengamisa,2016-31,FIEVRE JAUNE,o,190,0
Tshopo,Yahuma,2017-35,MENINGITE,o,180,0
Tshopo,Bafwagbogbo,2017-47,TNN,o,110,0
Tshopo,Bengamisa,2017-28,DIARR SANGLANTE,o,110,0
Tshopo,Yaleko,2018-15,IRA,o,40,0
Tshopo,Yabaondo,2018-13,PFA,o,400,2
Tshopo,Yahisuli,2017-20,TNN,o,90,0
Tshopo,Wanie-Rukula,2018-19,FIEVRE HEMORRAGIQUE EBOLA,o,6,2
Tshopo,Lowa,2018-02,TNN,o,120,0
Tshopo,Bafwasende,2016-36,IRA,o,144,0
Tshopo,Mangobo,2017-34,FIEVRE HEMORRAGIQUE EBOLA,o,120,0
Tshopo,Ubundu,2017-26,TNN,o,60,0
Tshopo,Makiso-Kisangani,2017-07,ROUGEOLE,o,15,0
Tshopo,Banalia,2016-45,DIARR SANGLANTE,o,320,0
Tshopo,Yalimbongo,2018-13,COQUELUCHE,o,91,0
Tshopo,Yahisuli,2017-48,IRA,o,72,0
Tshopo,Wanie-Rukula,2017-13,FIEVRE HEMORRAGIQUE EBOLA,o,20,1
Tshopo,Banalia,2017-16,TNN,o,198,0
Tshopo,Ubundu,2018-06,FIEVRE JAUNE,o,108,0
Tshopo,Lubunga,2017-46,PALUDISME,o,180,0
Tshopo,Yahisuli,2017-35,PFA,o,6,0
Tshopo,Wanie-Rukula,2016-25,MENINGITE,o,14,2
Tshopo,Mangobo,2017-40,IRA,o,40,0
Tshopo,Lowa,2016-36,TNN,o,144,4
Tshopo,Lubunga,2017-03,FIEVRE JAUNE,o,32,0
Tshopo,Lubunga,2016-24,FIEVRE HEMORRAGIQUE EBOLA,o,182,0
Tshopo,Basoko,2018-13,DECES MATERNEL,o,54,0
Tshopo,Isangi,2016-28,PFA,o,19,0
Tshopo,Yakusu,2017-28,TNN,o,90,0
Tshopo,Ubundu,2017-49,PESTE,o,26,0
Tshopo,Yahisuli,2016-49,ROUGEOLE,o,16,0
Tshopo,Lowa,2016-27,ROUGEOLE,o,98,0
Tshopo,Bafwasende,2018-10,IRA,o,51,0
Tshopo,Makiso-Kisangani,2017-33,CHOLERA,o,198,0
Tshopo,Yahuma,2017-10,PFA,o,240,0
Tshopo,Lubunga,2017-15,CHOLERA,o,12,0
Tshopo,Tshopo,2017-06,COQUELUCHE,o,240,0
Tshopo,Yahisuli,2016-38,RAGE,o,114,0
Tshopo,Bafwagbogbo,2017-28,DECES MATERNEL,o,12,0
Tshopo,Ubundu,2016-39,PALUDISME,o,30,4
Tshopo,Tshopo,2017-16,PESTE,o,14,0
Tshopo,Mangobo,2018-17,PFA,o,98,0
Tshopo,Isangi,2016-25,ROUGEOLE,o,14,0
Tshopo,Mangobo,2017-46,FIEVRE JAUNE,o,30,0
Tshopo,Opala,2017-38,DECES MATERNEL,o,77,0
Tshopo,Basali,2017-04,DECES MATERNEL,o,55,0
Tshopo,Basoko,2017-18,FIEVRE TYPHOIDE,o,1,0
Tshopo,Yahisuli,2017-35,PALUDISME,o,28,0
Tshopo,Yalimbongo,2018-13,RAGE,o,78,0
Tshopo,Yahisuli,2017-03,COQUELUCHE,o,192,0
Tshopo,Wanie-Rukula,2017-38,FIEVRE JAUNE,o,72,0
Tshopo,Bafwagbogbo,2017-50,TNN,o,6,0
Tshopo,Lubunga,2016-29,FIEVRE HEMORRAGIQUE EBOLA,o,0,0
Tshopo,Wanie-Rukula,2016-47,PFA,o,12,0
Tshopo,Lubunga,2016-47,TNN,o,104,0
Tshopo,Ubundu,2016-28,DECES MATERNEL,o,10,0
Tshopo,Lubunga,2016-50,FIEVRE TYPHOIDE,o,72,0
Tshopo,Basoko,2017-09,PESTE,o,112,0
Tshopo,Yahisuli,2017-26,DIARR SANGLANTE,o,85,0
Tshopo,Isangi,2017-47,FIEVRE JAUNE,o,40,0
Tshopo,Yalimbongo,2017-51,DIARR SANGLANTE,o,60,0
Tshopo,Basali,2017-43,FIEVRE HEMORRAGIQUE EBOLA,o,5,0
Tshopo,Yakusu,2018-11,DECES MATERNEL,o,66,0
Tshopo,Bafwasende,2017-37,PESTE,o,16,2
Tshopo,Banalia,2016-37,DECES MATERNEL,o,120,0
Tshopo,Yaleko,2016-48,PESTE,o,72,0
Tshopo,Ubundu,2016-45,COQUELUCHE,o,80,2
Tshopo,Kabondo,2018-05,FIEVRE TYPHOIDE,o,117,6
Tshopo,Ubundu,2017-13,FIEVRE HEMORRAGIQUE EBOLA,o,110,0
Tshopo,Lubunga,2016-36,PALUDISME,o,28,0
Tshopo,Tshopo,2018-01,FIEVRE TYPHOIDE,o,120,0
Tshopo,Yalimbongo,2017-45,FIEVRE TYPHOIDE,o,288,0
Tshopo,Mangobo,2016-48,PFA,o,96,0
Tshopo,Basali,2017-12,ROUGEOLE,o,0,0
Tshopo,Opala,2018-01,RAGE,o,160,0
Tshopo,Yalimbongo,2017-40,CHOLERA,o,108,2
Tshopo,Basoko,2018-08,COQUELUCHE,o,228,0
Tshopo,Yahuma,2016-30,ROUGEOLE,o,272,1
Tshopo,Opienge,2018-18,ROUGEOLE,o,54,0
Tshopo,Yahuma,2017-33,TNN,o,48,0
Tshopo,Opala,2016-52,FIEVRE JAUNE,o,6,2
Tshopo,Bafwasende,2017-49,MENINGITE,o,32,0
Tshopo,Wanie-Rukula,2017-31,PALUDISME,o,30,6
Tshopo,Basali,2018-02,MENINGITE,o,56,0
Tshopo,Yabaondo,2017-52,PESTE,o,104,0
Tshopo,Basali,2016-39,CHOLERA,o,360,0
Tshopo,Lubunga,2017-30,IRA,o,252,2
Tshopo,Makiso-Kisangani,2018-06,RAGE,o,144,0
Tshopo,Yakusu,2017-50,IRA,o,0,0
Tshopo,Basoko,2016-23,TNN,o,70,0
Tshopo,Makiso-Kisangani,2018-08,TNN,o,72,4
Tshopo,Yalimbongo,2016-47,TNN,o,77,6
Tshopo,Lubunga,2017-38,PALUDISME,o,96,0
Tshopo,Ubundu,2017-31,FIEVRE JAUNE,o,272,0
Tshopo,Yabaondo,2017-15,DIARR SANGLANTE,o,180,0
Tshopo,Banalia,2018-04,TNN,o,72,4
Tshopo,Yahisuli,2018-05,FIEVRE TYPHOIDE,o,102,0
Tshopo,Basoko,2017-34,PFA,o,34,0
Tshopo,Basoko,2017-30,CHOLERA,o,56,0
Tshopo,Yahisuli,2017-46,DECES MATERNEL,o,0,0
Tshopo,Ubundu,2016-22,FIEVRE TYPHOIDE,o,80,0
Tshopo,Ubundu,2018-12,PALUDISME,o,18,0
Tshopo,Kabondo,2016-52,DECES MATERNEL,o,117,0
Tshopo,Yahuma,2018-18,FIEVRE HEMORRAGIQUE EBOLA,o,36,0
Tshopo,Yakusu,2017-28,ROUGEOLE,o,60,0
Tshopo,Opala,2016-45,RAGE,o,156,0
Tshopo,Basali,2018-05,TNN,o,108,0
Tshopo,Bafwasende,2016-44,FIEVRE JAUNE,o,168,0
Tshopo,Bafwasende,2016-31,PFA,o,18,0
Tshopo,Bafwasende,2017-16,PFA,o,36,0
Tshopo,Basoko,2016-32,CHOLERA,o,120,4
Tshopo,Yahisuli,2017-12,COQUELUCHE,o,20,0
Tshopo,Lowa,2017-07,FIEVRE JAUNE,o,14,0
Tshopo,Yahuma,2016-27,DIARR SANGLANTE,o,40,0
Tshopo,Yahuma,2017-50,MENINGITE,o,8,0
Tshopo,Bafwasende,2017-20,CHOLERA,o,180,0
Tshopo,Banalia,2017-41,COQUELUCHE,o,160,0
Tshopo,Wanie-Rukula,2017-04,ROUGEOLE,o,9,0
Tshopo,Lubunga,2018-10,DECES MATERNEL,o,126,0
Tshopo,Bafwasende,2016-44,PESTE,o,120,6
Tshopo,Bafwagbogbo,2016-39,RAGE,o,12,0
Tshopo,Yahuma,2016-30,COQUELUCHE,o,340,0
Tshopo,Yakusu,2017-05,TNN,o,15,0
Tshopo,Basali,2017-15,FIEVRE JAUNE,o,42,0
Tshopo,Basoko,2018-11,CHOLERA,o,40,0
Tshopo,Tshopo,2016-41,FIEVRE HEMORRAGIQUE EBOLA,o,114,0
Tshopo,Lubunga,2017-23,FIEVRE JAUNE,o,75,0
Tshopo,Yabaondo,2017-24,FIEVRE TYPHOIDE,o,16,0
Tshopo,Yalimbongo,2017-06,FIEVRE HEMORRAGIQUE EBOLA,o,65,0
Tshopo,Lowa,2017-03,RAGE,o,56,0
Tshopo,Bafwagbogbo,2017-09,CHOLERA,o,36,0
Tshopo,Bafwagbogbo,2017-12,PESTE,o,24,0
Tshopo,Yalimbongo,2017-32,MENINGITE,o,120,0
Tshopo,Bafwasende,2018-11,DIARR SANGLANTE,o,26,0
Tshopo,Basali,2017-27,FIEVRE JAUNE,o,60,0
Tshopo,Bengamisa,2018-04,PFA,o,9,0
Tshopo,Yabaondo,2017-13,FIEVRE TYPHOIDE,o,76,0
Tshopo,Basoko,2017-30,MENINGITE,o,65,0
Tshopo,Opienge,2018-13,COQUELUCHE,o,60,0
Tshopo,Basali,2017-05,ROUGEOLE,o,180,0
Tshopo,Makiso-Kisangani,2017-30,COQUELUCHE,o,18,0
Tshopo,Basali,2016-29,PFA,o,360,4
Tshopo,Banalia,2016-22,FIEVRE JAUNE,o,2,0
Tshopo,Mangobo,2018-06,FIEVRE TYPHOIDE,o,9,0
Tshopo,Makiso-Kisangani,2018-07,CHOLERA,o,180,1
Tshopo,Opienge,2017-24,MENINGITE,o,40,0
Tshopo,Isangi,2016-25,FIEVRE HEMORRAGIQUE EBOLA,o,42,0
Tshopo,Yakusu,2017-04,MENINGITE,o,39,0
Tshopo,Makiso-Kisangani,2017-12,FIEVRE JAUNE,o,40,0
Tshopo,Isangi,2016-22,IRA,o,64,0
Tshopo,Tshopo,2017-17,IRA,o,30,0
Tshopo,Yaleko,2017-52,TNN,o,64,0
Tshopo,Yahisuli,2016-45,PESTE,o,102,0
Tshopo,Basoko,2016-48,MENINGITE,o,38,0
Tshopo,Tshopo,2017-39,CHOLERA,o,30,0
Tshopo,Banalia,2018-14,ROUGEOLE,o,360,0
Tshopo,Isangi,2016-27,PFA,o,56,0
Tshopo,Bafwagbogbo,2018-10,PALUDISME,o,42,0
Tshopo,Opala,2017-35,IRA,o,18,0
Tshopo,Basoko,2017-09,PALUDISME,o,140,2
Tshopo,Yalimbongo,2016-24,MENINGITE,o,21,0
Tshopo,Opienge,2018-03,ROUGEOLE,o,8,0
Tshopo,Yahisuli,2018-09,PESTE,o,204,0
Tshopo,Mangobo,2016-38,COQUELUCHE,o,320,2
Tshopo,Basali,2018-19,DECES MATERNEL,o,10,2
Tshopo,Tshopo,2017-41,CHOLERA,o,4,0
Tshopo,Banalia,2018-14,CHOLERA,o,304,6
Tshopo,Lubunga,2016-32,RAGE,o,18,3
Tshopo,Bengamisa,2016-21,PESTE,o,102,0
Tshopo,Basoko,2018-16,ROUGEOLE,o,16,0
Tshopo,Yakusu,2017-16,TNN,o,60,0
Tshopo,Basali,2018-14,ROUGEOLE,o,96,0
Tshopo,Wanie-Rukula,2018-13,FIEVRE JAUNE,o,56,0
Tshopo,Lubunga,2018-06,FIEVRE HEMORRAGIQUE EBOLA,o,136,0
Tshopo,Yalimbongo,2017-10,FIEVRE JAUNE,o,34,0
Tshopo,Basali,2017-13,RAGE,o,55,0
Tshopo,Makiso-Kisangani,2017-43,PESTE,o,36,0
Tshopo,Bafwagbogbo,2018-19,TNN,o,170,2
Tshopo,Yabaondo,2017-03,DIARR SANGLANTE,o,120,3
Tshopo,Mangobo,2017-01,FIEVRE HEMORRAGIQUE EBOLA,o,18,0
Tshopo,Ubundu,2018-05,IRA,o,2,0
Tshopo,Makiso-Kisangani,2016-28,FIEVRE JAUNE,o,56,0
Tshopo,Tshopo,2017-49,PESTE,o,100,0
Tshopo,Yakusu,2017-34,ROUGEOLE,o,96,0
Tshopo,Opala,2017-03,DIARR SANGLANTE,o,48,0
Tshopo,Ubundu,2016-41,RAGE,o,15,0
Tshopo,Makiso-Kisangani,2018-18,ROUGEOLE,o,240,0
Tshopo,Yaleko,2016-52,PESTE,o,180,0
Tshopo,Yakusu,2017-08,TNN,o,75,0
Tshopo,Bafwagbogbo,2017-43,FIEVRE TYPHOIDE,o,18,0
Tshopo,Tshopo,2016-45,PALUDISME,o,13,0
Tshopo,Opienge,2016-34,PESTE,o,1,0
Tshopo,Lubunga,2017-35,PESTE,o,20,0
Tshopo,Yabaondo,2018-02,CHOLERA,o,8,0
Tshopo,Opienge,2016-52,MENINGITE,o,272,0
Tshopo,Bengamisa,2017-37,IRA,o,0,6
Tshopo,Wanie-Rukula,2018-18,TNN,o,238,0
Tshopo,Yabaondo,2017-38,CHOLERA,o,64,0
Tshopo,Yaleko,2016-43,PALUDISME,o,300,0
Tshopo,Basali,2017-35,COQUELUCHE,o,34,0
Tshopo,Opala,2017-11,DIARR SANGLANTE,o,40,0
Tshopo,Bengamisa,2017-07,CHOLERA,o,45,0
Tshopo,Yabaondo,2018-03,DECES MATERNEL,o,260,0
Tshopo,Isangi,2016-21,IRA,o,0,0
Tshopo,Yahuma,2016-23,MENINGITE,o,5,0
Tshopo,Basoko,2017-52,PFA,o,340,0
Tshopo,Lubunga,2016-26,DECES MATERNEL,o,280,3
Tshopo,Tshopo,2016-41,TNN,o,160,0
Tshopo,Mangobo,2016-39,FIEVRE HEMORRAGIQUE EBOLA,o,150,0
Tshopo,Opienge,2017-19,RAGE,o,7,2
Tshopo,Tshopo,2016-41,FIEVRE TYPHOIDE,o,0,0
Tshopo,Opala,2017-10,DECES MATERNEL,o,135,0
Tshopo,Lubunga,2017-09,FIEVRE HEMORRAGIQUE EBOLA,o,342,0
Tshopo,Ubundu,2017-17,FIEVRE TYPHOIDE,o,13,0
Tshopo,Bafwagbogbo,2017-20,PALUDISME,o,8,0
Tshopo,Yahisuli,2018-02,COQUELUCHE,o,170,6
Tshopo,Makiso-Kisangani,2017-48,DECES MATERNEL,o,84,0
Tshopo,Bengamisa,2017-05,FIEVRE HEMORRAGIQUE EBOLA,o,48,0
Tshopo,Banalia,2017-12,RAGE,o,54,0
Tshopo,Lubunga,2016-27,PFA,o,150,0
Tshopo,Bafwasende,2016-32,FIEVRE HEMORRAGIQUE EBOLA,o,16,0
Tshopo,Bafwagbogbo,2017-21,TNN,o,12,0
Tshopo,Tshopo,2017-38,RAGE,o,84,0
Tshopo,Yahisuli,2016-45,PALUDISME,o,130,2
Tshopo,Basoko,2017-50,PALUDISME,o,200,0
Tshopo,Yahuma,2017-06,CHOLERA,o,168,6
Tshopo,Isangi,2016-27,DIARR SANGLANTE,o,24,0
Tshopo,Yaleko,2018-18,CHOLERA,o,30,0
Tshopo,Bafwasende,2017-17,IRA,o,48,0
Tshopo,Isangi,2018-16,FIEVRE TYPHOIDE,o,96,0
Tshopo,Yabaondo,2017-11,MENINGITE,o,108,0
Tshopo,Basali,2017-21,CHOLERA,o,95,0
Tshopo,Opala,2018-13,FIEVRE TYPHOIDE,o,60,0
Tshopo,Wanie-Rukula,2018-01,MENINGITE,o,0,0
Tshopo,Bafwagbogbo,2017-48,FIEVRE HEMORRAGIQUE EBOLA,o,3,0
Tshopo,Bafwasende,2018-02,PFA,o,18,0
Tshopo,Ubundu,2017-49,TNN,o,20,0
Tshopo,Tshopo,2017-07,ROUGEOLE,o,65,0
Tshopo,Wanie-Rukula,2016-41,DIARR SANGLANTE,o,14,0
Tshopo,Bafwasende,2017-25,CHOLERA,o,120,0
Tshopo,Yalimbongo,2017-43,FIEVRE HEMORRAGIQUE EBOLA,o,144,0
Tshopo,Yalimbongo,2017-17,COQUELUCHE,o,102,6
Tshopo,Wanie-Rukula,2017-51,ROUGEOLE,o,49,0
Tshopo,Wanie-Rukula,2018-20,TNN,o,120,0
Tshopo,Ubundu,2017-47,COQUELUCHE,o,95,0
Tshopo,Yakusu,2017-43,PESTE,o,98,0
Tshopo,Wanie-Rukula,2018-16,FIEVRE JAUNE,o,48,4
Tshopo,Yakusu,2017-41,FIEVRE JAUNE,o,200,0
Tshopo,Lowa,2017-04,PESTE,o,320,0
Tshopo,Yabaondo,2016-45,DECES MATERNEL,o,128,0
Tshopo,Bafwagbogbo,2017-16,COQUELUCHE,o,234,0
Tshopo,Basali,2016-33,IRA,o,38,0
Tshopo,Yalimbongo,2017-14,CHOLERA,o,60,0
Tshopo,Basoko,2016-51,PESTE,o,66,0
Tshopo,Lowa,2017-13,COQUELUCHE,o,12,0
Tshopo,Lubunga,2017-05,FIEVRE HEMORRAGIQUE EBOLA,o,90,0
Tshopo,Bafwasende,2016-27,IRA,o,252,0
Tshopo,Yakusu,2016-35,PESTE,o,48,0
Tshopo,Lubunga,2017-33,PALUDISME,o,90,0
Tshopo,Isangi,2017-01,COQUELUCHE,o,38,0
Tshopo,Makiso-Kisangani,2016-48,PALUDISME,o,110,0
Tshopo,Yahisuli,2017-39,PFA,o,48,0
Tshopo,Yabaondo,2017-19,MENINGITE,o,72,0
Tshopo,Wanie-Rukula,2018-10,FIEVRE JAUNE,o,30,0
Tshopo,Mangobo,2018-09,PFA,o,24,4
Tshopo,Wanie-Rukula,2017-45,PESTE,o,120,0
Tshopo,Makiso-Kisangani,2017-35,MENINGITE,o,102,2
Tshopo,Basoko,2018-12,PFA,o,15,0
Tshopo,Lubunga,2016-37,FIEVRE HEMORRAGIQUE EBOLA,o,72,0
Tshopo,Yahisuli,2017-13,MENINGITE,o,130,0
Tshopo,Bafwagbogbo,2018-11,TNN,o,190,0
Tshopo,Bengamisa,2016-20,IRA,o,30,0
Tshopo,Isangi,2017-28,TNN,o,16,0
Tshopo,Yahisuli,2016-30,RAGE,o,160,0
Tshopo,Basoko,2017-43,PESTE,o,24,0
Tshopo,Opala,2017-22,PALUDISME,o,45,0
Tshopo,Bafwagbogbo,2018-16,DECES MATERNEL,o,280,0
Tshopo,Kabondo,2017-39,MENINGITE,o,0,0
Tshopo,Opala,2016-49,IRA,o,288,0
Tshopo,Mangobo,2018-11,PALUDISME,o,60,0
Tshopo,Ubundu,2018-11,DECES MATERNEL,o,24,0
Tshopo,Lowa,2017-38,FIEVRE JAUNE,o,140,0
Tshopo,Ubundu,2018-01,PESTE,o,14,0
Tshopo,Lowa,2017-40,MENINGITE,o,100,0
Tshopo,Yahuma,2016-34,COQUELUCHE,o,48,0
Tshopo,Yaleko,2018-19,IRA,o,28,0
Tshopo,Bafwagbogbo,2016-24,FIEVRE TYPHOIDE,o,80,0
Tshopo,Mangobo,2017-50,FIEVRE TYPHOIDE,o,16,0
Tshopo,Opienge,2017-18,PALUDISME,o,36,0
Tshopo,Yahuma,2016-33,COQUELUCHE,o,10,0
Tshopo,Bafwasende,2016-50,FIEVRE TYPHOIDE,o,96,0
Tshopo,Yalimbongo,2016-21,FIEVRE JAUNE,o,10,0
Tshopo,Mangobo,2017-17,COQUELUCHE,o,0,0
Tshopo,Wanie-Rukula,2018-02,ROUGEOLE,o,75,6
Tshopo,Bafwasende,2017-38,FIEVRE HEMORRAGIQUE EBOLA,o,48,0
Tshopo,Mangobo,2017-24,DIARR SANGLANTE,o,128,0
Tshopo,Bafwasende,2017-31,FIEVRE JAUNE,o,12,4
Tshopo,Tshopo,2018-18,FIEVRE JAUNE,o,4,0
Tshopo,Yaleko,2017-42,DECES MATERNEL,o,21,0
Tshopo,Tshopo,2017-18,FIEVRE JAUNE,o,30,3
Tshopo,Wanie-Rukula,2017-46,CHOLERA,o,120,0
Tshopo,Bafwagbogbo,2016-35,PFA,o,112,0
Tshopo,Opienge,2017-09,PESTE,o,8,0
Tshopo,Yaleko,2017-25,PALUDISME,o,96,0
Tshopo,Opala,2017-14,ROUGEOLE,o,72,0
Tshopo,Banalia,2017-44,IRA,o,66,0
Tshopo,Ubundu,2017-30,MENINGITE,o,180,0
Tshopo,Lowa,2018-05,RAGE,o,182,2
Tshopo,Yaleko,2017-34,TNN,o,80,0
Tshopo,Banalia,2018-06,TNN,o,14,0
Tshopo,Wanie-Rukula,2017-49,PESTE,o,52,2
Tshopo,Kabondo,2017-10,COQUELUCHE,o,40,0
Tshopo,Yakusu,2018-08,PESTE,o,266,0
Tshopo,Opala,2017-25,TNN,o,65,0
Tshopo,Ubundu,2017-08,PFA,o,119,0
Tshopo,Tshopo,2016-42,PALUDISME,o,16,0
Tshopo,Banalia,2016-47,DIARR SANGLANTE,o,72,0
Tshopo,Banalia,2018-16,DECES MATERNEL,o,30,0
Tshopo,Yaleko,2017-31,TNN,o,70,2
Tshopo,Bafwasende,2018-02,COQUELUCHE,o,400,1
Tshopo,Yakusu,2017-10,COQUELUCHE,o,64,0
Tshopo,Lowa,2017-50,IRA,o,120,0
Tshopo,Yakusu,2016-52,DECES MATERNEL,o,18,0
Tshopo,Bafwasende,2017-04,DECES MATERNEL,o,35,0
Tshopo,Yabaondo,2017-03,FIEVRE JAUNE,o,0,0
Tshopo,Mangobo,2018-16,PALUDISME,o,108,0
Tshopo,Lowa,2016-26,MENINGITE,o,14,0
Tshopo,Yahisuli,2018-09,TNN,o,0,0
Tshopo,Isangi,2018-15,FIEVRE JAUNE,o,0,0
Tshopo,Makiso-Kisangani,2017-26,TNN,o,234,0
Tshopo,Bengamisa,2018-11,MENINGITE,o,0,0
Tshopo,Bafwasende,2018-17,TNN,o,52,0
Tshopo,Lubunga,2016-52,RAGE,o,72,0
Tshopo,Bengamisa,2017-50,DIARR SANGLANTE,o,12,0
Tshopo,Yabaondo,2018-10,FIEVRE HEMORRAGIQUE EBOLA,o,39,0
Tshopo,Makiso-Kisangani,2016-32,MENINGITE,o,66,0
Tshopo,Yahisuli,2016-44,ROUGEOLE,o,35,0
Tshopo,Isangi,2017-39,TNN,o,144,0
Tshopo,Yalimbongo,2018-03,MENINGITE,o,136,0
Tshopo,Isangi,2016-41,MENINGITE,o,120,0
Tshopo,Yabaondo,2016-41,ROUGEOLE,o,80,0
Tshopo,Ubundu,2017-03,MENINGITE,o,133,0
Tshopo,Yabaondo,2018-19,IRA,o,60,0
Tshopo,Makiso-Kisangani,2017-49,FIEVRE HEMORRAGIQUE EBOLA,o,306,0
Tshopo,Makiso-Kisangani,2016-37,MENINGITE,o,54,2
Tshopo,Kabondo,2017-01,PFA,o,0,0
Tshopo,Bafwasende,2016-43,MENINGITE,o,182,0
Tshopo,Mangobo,2016-36,FIEVRE JAUNE,o,13,0
Tshopo,Bafwagbogbo,2017-38,ROUGEOLE,o,51,2
Tshopo,Bengamisa,2017-43,FIEVRE JAUNE,o,32,0
Tshopo,Ubundu,2016-46,ROUGEOLE,o,70,0
Tshopo,Opala,2018-03,FIEVRE JAUNE,o,42,0
Tshopo,Isangi,2017-34,FIEVRE TYPHOIDE,o,280,0
Tshopo,Lubunga,2017-35,IRA,o,12,1
Tshopo,Wanie-Rukula,2016-51,TNN,o,70,0
Tshopo,Tshopo,2017-26,CHOLERA,o,18,0
Tshopo,Yalimbongo,2017-03,PESTE,o,64,0
Tshopo,Lubunga,2018-19,PESTE,o,68,0
Tshopo,Lubunga,2016-42,FIEVRE TYPHOIDE,o,64,0
Tshopo,Bafwagbogbo,2016-27,FIEVRE JAUNE,o,19,0
Tshopo,Yahuma,2017-11,TNN,o,150,0
Tshopo,Yalimbongo,2018-09,FIEVRE HEMORRAGIQUE EBOLA,o,36,0
Tshopo,Bafwasende,2016-25,FIEVRE TYPHOIDE,o,80,0
Tshopo,Yaleko,2017-08,PESTE,o,96,4
Tshopo,Opala,2017-30,MENINGITE,o,8,0
Tshopo,Basoko,2016-25,FIEVRE JAUNE,o,60,0
Tshopo,Yabaondo,2016-40,TNN,o,0,0
Tshopo,Lowa,2017-38,TNN,o,8,0
Tshopo,Yakusu,2018-02,FIEVRE HEMORRAGIQUE EBOLA,o,60,0
Tshopo,Ubundu,2017-46,FIEVRE JAUNE,o,70,2
Tshopo,Ubundu,2018-09,FIEVRE HEMORRAGIQUE EBOLA,o,12,6
Tshopo,Yahisuli,2018-18,TNN,o,48,0
