"disease","state","lga","epiweek","cas"
"Meningitis","Zamfara","Gummi","2016-41","1"
"Cholera","Zamfara","Gummi","2016-41","3"
"Measles","Zamfara","Gusau","2016-41","4"
"Meningitis","Zamfara","Gusau","2016-41","1"
"Cholera","Zamfara","Gusau","2016-41","4"
"Measles","Zamfara","Kaura Namoda","2016-41","14"
"Cholera","Zamfara","Kaura Namoda","2016-41","0"
"Measles","Zamfara","Maradun","2016-41","2"
"Meningitis","Zamfara","Maradun","2016-41","8"
"Cholera","Zamfara","Maradun","2016-41","19"
"Measles","Zamfara","Maru","2016-41","7"
"Meningitis","Zamfara","Maru","2016-41","2"
"Cholera","Zamfara","Maru","2016-41","0"
"Measles","Zamfara","Shinkafi","2016-41","0"
"Meningitis","Zamfara","Shinkafi","2016-41","0"
"Cholera","Zamfara","Shinkafi","2016-41","0"
"Measles","Zamfara","Talata Mafara","2016-41","7"
"Meningitis","Zamfara","Talata Mafara","2016-41","1"
"Cholera","Zamfara","Talata Mafara","2016-41","2"
"Measles","Zamfara","Tsafe","2016-41","0"
"Cholera","Zamfara","Tsafe","2016-41","0"
"Measles","Zamfara","Zurmi","2016-41","0"
"Meningitis","Zamfara","Zurmi","2016-41","0"
"Cholera","Zamfara","Zurmi","2016-41","12"
"Measles","Kebbi","Aliero","2016-41","8"
"Cholera","Kebbi","Aliero","2016-41","0"
"Measles","Kebbi","Arewa","2016-41","15"
"Meningitis","Kebbi","Arewa","2016-41","10"
"Cholera","Kebbi","Arewa","2016-41","1"
"Measles","Kebbi","Argungu","2016-41","7"
"Measles","Kebbi","Augie","2016-41","1"
"Meningitis","Kebbi","Augie","2016-41","0"
"Cholera","Kebbi","Augie","2016-41","4"
"Measles","Kebbi","Bagudo","2016-41","30"
"Meningitis","Kebbi","Bagudo","2016-41","0"
"Cholera","Kebbi","Bagudo","2016-41","0"
"Measles","Kebbi","Birnin Kebbi","2016-41","1"
"Meningitis","Kebbi","Birnin Kebbi","2016-41","1"
"Cholera","Kebbi","Birnin Kebbi","2016-41","0"
"Measles","Kebbi","Bunza","2016-41","33"
"Meningitis","Kebbi","Bunza","2016-41","6"
"Cholera","Kebbi","Bunza","2016-41","2"
"Measles","Kebbi","Dandi","2016-41","7"
"Cholera","Kebbi","Dandi","2016-41","21"
"Cholera","Kebbi","Danko Wasagu","2016-41","0"
"Meningitis","Kebbi","Fakai","2016-41","2"
"Cholera","Kebbi","Fakai","2016-41","0"
"Measles","Kebbi","Gwandu","2016-41","16"
"Meningitis","Kebbi","Gwandu","2016-41","0"
"Cholera","Kebbi","Gwandu","2016-41","0"
"Measles","Kebbi","Jega","2016-41","29"
"Meningitis","Kebbi","Jega","2016-41","6"
"Cholera","Kebbi","Jega","2016-41","16"
"Measles","Kebbi","Kalgo","2016-41","20"
"Meningitis","Kebbi","Kalgo","2016-41","3"
"Cholera","Kebbi","Kalgo","2016-41","0"
"Meningitis","Kebbi","Koko Besse","2016-41","1"
"Cholera","Kebbi","Koko Besse","2016-41","5"
"Measles","Kebbi","Maiyama","2016-41","16"
"Cholera","Kebbi","Maiyama","2016-41","0"
"Measles","Kebbi","Ngaski","2016-41","4"
"Meningitis","Kebbi","Ngaski","2016-41","25"
"Cholera","Kebbi","Ngaski","2016-41","0"
"Measles","Kebbi","Sakaba","2016-41","0"
"Meningitis","Kebbi","Sakaba","2016-41","0"
"Cholera","Kebbi","Sakaba","2016-41","7"
"Measles","Kebbi","Shanga","2016-41","0"
"Meningitis","Kebbi","Shanga","2016-41","0"
"Measles","Kebbi","Suru","2016-41","4"
"Cholera","Kebbi","Suru","2016-41","0"
"Measles","Kebbi","Yauri","2016-41","0"
"Meningitis","Kebbi","Yauri","2016-41","22"
"Cholera","Kebbi","Yauri","2016-41","1"
"Measles","Kebbi","Zuru","2016-41","1"
"Meningitis","Kebbi","Zuru","2016-41","16"
"Cholera","Kebbi","Zuru","2016-41","27"
"Measles","Sokoto","Binji","2016-41","1"
"Meningitis","Sokoto","Binji","2016-41","0"
"Measles","Sokoto","Bodinga","2016-41","0"
"Meningitis","Sokoto","Bodinga","2016-41","15"
"Cholera","Sokoto","Bodinga","2016-41","9"
"Measles","Sokoto","Dange Shuni","2016-41","1"
"Meningitis","Sokoto","Dange Shuni","2016-41","8"
"Cholera","Sokoto","Dange Shuni","2016-41","0"
"Measles","Sokoto","Gada","2016-41","8"
"Cholera","Sokoto","Gada","2016-41","21"
"Measles","Sokoto","Goronyo","2016-41","0"
"Meningitis","Sokoto","Goronyo","2016-41","0"
"Cholera","Sokoto","Goronyo","2016-41","0"
"Measles","Sokoto","Gudu","2016-41","3"
"Meningitis","Sokoto","Gudu","2016-41","0"
"Cholera","Sokoto","Gudu","2016-41","1"
"Measles","Sokoto","Gwadabawa","2016-41","15"
"Meningitis","Sokoto","Gwadabawa","2016-41","18"
"Cholera","Sokoto","Gwadabawa","2016-41","1"
"Measles","Sokoto","Illela","2016-41","13"
"Meningitis","Sokoto","Illela","2016-41","0"
"Cholera","Sokoto","Illela","2016-41","0"
"Measles","Sokoto","Isa","2016-41","14"
"Meningitis","Sokoto","Isa","2016-41","5"
"Cholera","Sokoto","Isa","2016-41","0"
"Measles","Sokoto","Kebbe","2016-41","0"
"Meningitis","Sokoto","Kebbe","2016-41","0"
"Cholera","Sokoto","Kebbe","2016-41","0"
"Measles","Sokoto","Kware","2016-41","4"
"Meningitis","Sokoto","Kware","2016-41","0"
"Cholera","Sokoto","Kware","2016-41","12"
"Measles","Sokoto","Rabah","2016-41","1"
"Meningitis","Sokoto","Rabah","2016-41","0"
"Cholera","Sokoto","Rabah","2016-41","2"
"Measles","Sokoto","Sabon Birni","2016-41","2"
"Meningitis","Sokoto","Sabon Birni","2016-41","19"
"Measles","Sokoto","Shagari","2016-41","11"
"Meningitis","Sokoto","Shagari","2016-41","3"
"Cholera","Sokoto","Shagari","2016-41","12"
"Measles","Sokoto","Silame","2016-41","15"
"Meningitis","Sokoto","Silame","2016-41","0"
"Cholera","Sokoto","Silame","2016-41","0"
"Measles","Sokoto","Sokoto North","2016-41","5"
"Meningitis","Sokoto","Sokoto North","2016-41","6"
"Cholera","Sokoto","Sokoto North","2016-41","6"
"Measles","Sokoto","Sokoto South","2016-41","0"
"Cholera","Sokoto","Sokoto South","2016-41","0"
"Measles","Sokoto","Tambuwal","2016-41","13"
"Meningitis","Sokoto","Tambuwal","2016-41","6"
"Cholera","Sokoto","Tambuwal","2016-41","69"
"Measles","Sokoto","Tangaza","2016-41","3"
"Cholera","Sokoto","Tangaza","2016-41","0"
"Measles","Sokoto","Tureta","2016-41","1"
"Meningitis","Sokoto","Tureta","2016-41","54"
"Cholera","Sokoto","Tureta","2016-41","22"
"Measles","Sokoto","Wamako","2016-41","0"
"Meningitis","Sokoto","Wamako","2016-41","5"
"Measles","Sokoto","Wurno","2016-41","21"
"Meningitis","Sokoto","Wurno","2016-41","0"
"Cholera","Sokoto","Wurno","2016-41","5"
"Measles","Sokoto","Yabo","2016-41","61"
"Meningitis","Sokoto","Yabo","2016-41","0"
"Measles","Niger","Agaie","2016-42","8"
"Meningitis","Niger","Agaie","2016-42","0"
"Cholera","Niger","Agaie","2016-42","0"
"Meningitis","Niger","Agwara","2016-42","15"
"Cholera","Niger","Agwara","2016-42","1"
"Measles","Niger","Bida","2016-42","0"
"Cholera","Niger","Bida","2016-42","14"
"Measles","Niger","Borgu","2016-42","0"
"Meningitis","Niger","Borgu","2016-42","16"
"Measles","Niger","Bosso","2016-42","1"
"Meningitis","Niger","Bosso","2016-42","1"
"Cholera","Niger","Bosso","2016-42","0"
"Meningitis","Niger","Chanchaga","2016-42","2"
"Cholera","Niger","Chanchaga","2016-42","0"
"Measles","Niger","Edati","2016-42","0"
"Meningitis","Niger","Edati","2016-42","3"
"Cholera","Niger","Edati","2016-42","0"
"Measles","Niger","Gbako","2016-42","13"
"Meningitis","Niger","Gbako","2016-42","12"
"Cholera","Niger","Gbako","2016-42","15"
"Measles","Niger","Gurara","2016-42","16"
"Cholera","Niger","Gurara","2016-42","26"
"Measles","Niger","Katcha","2016-42","23"
"Cholera","Niger","Katcha","2016-42","4"
"Measles","Niger","Kontagora","2016-42","9"
"Meningitis","Niger","Kontagora","2016-42","5"
"Cholera","Niger","Kontagora","2016-42","0"
"Measles","Niger","Lapai","2016-42","0"
"Cholera","Niger","Lapai","2016-42","75"
"Meningitis","Niger","Lavun","2016-42","0"
"Cholera","Niger","Lavun","2016-42","17"
"Measles","Niger","Magama","2016-42","0"
"Meningitis","Niger","Magama","2016-42","7"
"Cholera","Niger","Magama","2016-42","1"
"Measles","Niger","Mariga","2016-42","0"
"Meningitis","Niger","Mariga","2016-42","22"
"Cholera","Niger","Mariga","2016-42","2"
"Measles","Niger","Mashegu","2016-42","0"
"Meningitis","Niger","Mashegu","2016-42","0"
"Cholera","Niger","Mashegu","2016-42","3"
"Measles","Niger","Mokwa","2016-42","21"
"Meningitis","Niger","Mokwa","2016-42","11"
"Cholera","Niger","Mokwa","2016-42","3"
"Meningitis","Niger","Muya","2016-42","0"
"Measles","Niger","Paikoro","2016-42","8"
"Meningitis","Niger","Paikoro","2016-42","0"
"Cholera","Niger","Paikoro","2016-42","4"
"Measles","Niger","Rafi","2016-42","53"
"Meningitis","Niger","Rafi","2016-42","9"
"Cholera","Niger","Rafi","2016-42","3"
"Measles","Niger","Rijau","2016-42","11"
"Meningitis","Niger","Rijau","2016-42","0"
"Cholera","Niger","Rijau","2016-42","3"
"Measles","Niger","Shiroro","2016-42","0"
"Meningitis","Niger","Shiroro","2016-42","0"
"Cholera","Niger","Shiroro","2016-42","1"
"Measles","Niger","Suleja","2016-42","3"
"Meningitis","Niger","Suleja","2016-42","29"
"Cholera","Niger","Suleja","2016-42","0"
"Measles","Niger","Tafa","2016-42","1"
"Meningitis","Niger","Tafa","2016-42","0"
"Cholera","Niger","Tafa","2016-42","0"
"Measles","Niger","Wushishi","2016-42","1"
"Meningitis","Niger","Wushishi","2016-42","2"
"Cholera","Niger","Wushishi","2016-42","0"
"Measles","Zamfara","Anka","2016-42","0"
"Cholera","Zamfara","Anka","2016-42","0"
"Measles","Zamfara","Bakura","2016-42","14"
"Meningitis","Zamfara","Bakura","2016-42","17"
"Measles","Zamfara","Birnin Magaji","2016-42","10"
"Meningitis","Zamfara","Birnin Magaji","2016-42","11"
"Cholera","Zamfara","Birnin Magaji","2016-42","9"
"Meningitis","Zamfara","Bukkuyum","2016-42","0"
"Cholera","Zamfara","Bukkuyum","2016-42","0"
"Measles","Zamfara","Bungudu","2016-42","5"
"Meningitis","Zamfara","Bungudu","2016-42","9"
"Cholera","Zamfara","Bungudu","2016-42","2"
"Measles","Zamfara","Gummi","2016-42","3"
"Meningitis","Zamfara","Gummi","2016-42","0"
"Cholera","Zamfara","Gummi","2016-42","0"
"Measles","Zamfara","Gusau","2016-42","2"
"Meningitis","Zamfara","Gusau","2016-42","20"
"Cholera","Zamfara","Gusau","2016-42","5"
"Measles","Zamfara","Kaura Namoda","2016-42","33"
"Meningitis","Zamfara","Kaura Namoda","2016-42","0"
"Cholera","Zamfara","Kaura Namoda","2016-42","9"
"Measles","Zamfara","Maradun","2016-42","5"
"Meningitis","Zamfara","Maradun","2016-42","17"
"Cholera","Zamfara","Maradun","2016-42","3"
"Measles","Zamfara","Maru","2016-42","0"
"Meningitis","Zamfara","Maru","2016-42","1"
"Cholera","Zamfara","Maru","2016-42","14"
"Measles","Zamfara","Shinkafi","2016-42","11"
"Meningitis","Zamfara","Shinkafi","2016-42","14"
"Cholera","Zamfara","Shinkafi","2016-42","0"
"Meningitis","Zamfara","Talata Mafara","2016-42","8"
"Cholera","Zamfara","Talata Mafara","2016-42","3"
"Measles","Zamfara","Tsafe","2016-42","2"
"Meningitis","Zamfara","Tsafe","2016-42","1"
"Cholera","Zamfara","Tsafe","2016-42","0"
"Measles","Zamfara","Zurmi","2016-42","18"
"Cholera","Zamfara","Zurmi","2016-42","59"
"Measles","Kebbi","Aliero","2016-42","2"
"Meningitis","Kebbi","Aliero","2016-42","0"
"Cholera","Kebbi","Aliero","2016-42","15"
"Measles","Kebbi","Arewa","2016-42","0"
"Meningitis","Kebbi","Arewa","2016-42","0"
"Cholera","Kebbi","Arewa","2016-42","2"
"Measles","Kebbi","Argungu","2016-42","0"
"Meningitis","Kebbi","Argungu","2016-42","12"
"Cholera","Kebbi","Argungu","2016-42","3"
"Measles","Kebbi","Augie","2016-42","1"
"Meningitis","Kebbi","Augie","2016-42","2"
"Cholera","Kebbi","Augie","2016-42","10"
"Measles","Kebbi","Bagudo","2016-42","0"
"Meningitis","Kebbi","Bagudo","2016-42","0"
"Cholera","Kebbi","Bagudo","2016-42","8"
"Measles","Kebbi","Birnin Kebbi","2016-42","0"
"Meningitis","Kebbi","Birnin Kebbi","2016-42","0"
"Cholera","Kebbi","Birnin Kebbi","2016-42","1"
"Measles","Kebbi","Bunza","2016-42","1"
"Meningitis","Kebbi","Bunza","2016-42","0"
"Cholera","Kebbi","Bunza","2016-42","3"
"Measles","Kebbi","Dandi","2016-42","3"
"Meningitis","Kebbi","Dandi","2016-42","3"
"Cholera","Kebbi","Dandi","2016-42","15"
"Measles","Kebbi","Danko Wasagu","2016-42","0"
"Meningitis","Kebbi","Danko Wasagu","2016-42","49"
"Cholera","Kebbi","Danko Wasagu","2016-42","16"
"Measles","Kebbi","Fakai","2016-42","1"
"Meningitis","Kebbi","Fakai","2016-42","3"
"Cholera","Kebbi","Fakai","2016-42","5"
"Measles","Kebbi","Gwandu","2016-42","0"
"Meningitis","Kebbi","Gwandu","2016-42","0"
"Measles","Kebbi","Jega","2016-42","2"
"Meningitis","Kebbi","Jega","2016-42","52"
"Cholera","Kebbi","Jega","2016-42","16"
"Measles","Kebbi","Kalgo","2016-42","12"
"Meningitis","Kebbi","Kalgo","2016-42","18"
"Cholera","Kebbi","Kalgo","2016-42","6"
"Measles","Kebbi","Koko Besse","2016-42","3"
"Meningitis","Kebbi","Koko Besse","2016-42","7"
"Cholera","Kebbi","Koko Besse","2016-42","3"
"Measles","Kebbi","Maiyama","2016-42","9"
"Meningitis","Kebbi","Maiyama","2016-42","0"
"Cholera","Kebbi","Maiyama","2016-42","0"
"Cholera","Kebbi","Ngaski","2016-42","17"
"Measles","Kebbi","Sakaba","2016-42","60"
"Meningitis","Kebbi","Sakaba","2016-42","7"
"Cholera","Kebbi","Sakaba","2016-42","39"
"Measles","Kebbi","Shanga","2016-42","0"
"Meningitis","Kebbi","Shanga","2016-42","0"
"Cholera","Kebbi","Shanga","2016-42","0"
"Measles","Kebbi","Suru","2016-42","1"
"Meningitis","Kebbi","Suru","2016-42","24"
"Cholera","Kebbi","Suru","2016-42","0"
"Meningitis","Kebbi","Yauri","2016-42","6"
"Cholera","Kebbi","Yauri","2016-42","3"
"Measles","Kebbi","Zuru","2016-42","0"
"Meningitis","Kebbi","Zuru","2016-42","5"
"Cholera","Kebbi","Zuru","2016-42","12"
"Measles","Sokoto","Binji","2016-42","0"
"Meningitis","Sokoto","Binji","2016-42","9"
"Cholera","Sokoto","Binji","2016-42","47"
"Measles","Sokoto","Bodinga","2016-42","29"
"Meningitis","Sokoto","Bodinga","2016-42","2"
"Cholera","Sokoto","Bodinga","2016-42","2"
"Measles","Sokoto","Dange Shuni","2016-42","12"
"Meningitis","Sokoto","Dange Shuni","2016-42","4"
"Cholera","Sokoto","Dange Shuni","2016-42","20"
"Measles","Sokoto","Gada","2016-42","2"
"Meningitis","Sokoto","Gada","2016-42","1"
"Cholera","Sokoto","Gada","2016-42","5"
"Measles","Sokoto","Goronyo","2016-42","0"
"Meningitis","Sokoto","Goronyo","2016-42","1"
"Measles","Sokoto","Gudu","2016-42","0"
"Meningitis","Sokoto","Gudu","2016-42","0"
"Cholera","Sokoto","Gudu","2016-42","0"
"Meningitis","Sokoto","Gwadabawa","2016-42","4"
"Measles","Sokoto","Illela","2016-42","42"
"Meningitis","Sokoto","Illela","2016-42","2"
"Cholera","Sokoto","Illela","2016-42","1"
"Measles","Sokoto","Isa","2016-42","0"
"Meningitis","Sokoto","Isa","2016-42","0"
"Cholera","Sokoto","Isa","2016-42","0"
"Measles","Sokoto","Kebbe","2016-42","2"
"Meningitis","Sokoto","Kebbe","2016-42","2"
"Cholera","Sokoto","Kebbe","2016-42","11"
"Measles","Sokoto","Kware","2016-42","0"
"Meningitis","Sokoto","Kware","2016-42","19"
"Cholera","Sokoto","Kware","2016-42","21"
"Measles","Sokoto","Rabah","2016-42","2"
"Meningitis","Sokoto","Rabah","2016-42","0"
"Cholera","Sokoto","Rabah","2016-42","0"
"Measles","Sokoto","Sabon Birni","2016-42","13"
"Meningitis","Sokoto","Sabon Birni","2016-42","1"
"Cholera","Sokoto","Sabon Birni","2016-42","0"
"Measles","Sokoto","Shagari","2016-42","27"
"Meningitis","Sokoto","Shagari","2016-42","19"
"Cholera","Sokoto","Shagari","2016-42","26"
"Measles","Sokoto","Silame","2016-42","0"
"Meningitis","Sokoto","Silame","2016-42","20"
"Cholera","Sokoto","Silame","2016-42","0"
"Measles","Sokoto","Sokoto North","2016-42","0"
"Meningitis","Sokoto","Sokoto North","2016-42","3"
"Cholera","Sokoto","Sokoto North","2016-42","4"
"Measles","Sokoto","Sokoto South","2016-42","18"
"Meningitis","Sokoto","Sokoto South","2016-42","4"
"Cholera","Sokoto","Sokoto South","2016-42","42"
"Measles","Sokoto","Tambuwal","2016-42","6"
"Meningitis","Sokoto","Tambuwal","2016-42","3"
"Cholera","Sokoto","Tambuwal","2016-42","15"
"Measles","Sokoto","Tangaza","2016-42","0"
"Meningitis","Sokoto","Tangaza","2016-42","3"
"Cholera","Sokoto","Tangaza","2016-42","5"
"Measles","Sokoto","Tureta","2016-42","63"
"Meningitis","Sokoto","Tureta","2016-42","0"
"Cholera","Sokoto","Tureta","2016-42","0"
"Measles","Sokoto","Wamako","2016-42","0"
"Meningitis","Sokoto","Wamako","2016-42","0"
"Cholera","Sokoto","Wamako","2016-42","0"
"Measles","Sokoto","Wurno","2016-42","54"
"Meningitis","Sokoto","Wurno","2016-42","0"
"Cholera","Sokoto","Wurno","2016-42","3"
"Measles","Sokoto","Yabo","2016-42","0"
"Cholera","Sokoto","Yabo","2016-42","7"
"Measles","Kebbi","Aliero","2016-43","7"
"Meningitis","Kebbi","Aliero","2016-43","0"
"Cholera","Kebbi","Aliero","2016-43","1"
"Measles","Kebbi","Arewa","2016-43","8"
"Meningitis","Kebbi","Arewa","2016-43","5"
"Cholera","Kebbi","Arewa","2016-43","3"
"Measles","Kebbi","Argungu","2016-43","1"
"Meningitis","Kebbi","Argungu","2016-43","37"
"Measles","Kebbi","Augie","2016-43","4"
"Meningitis","Kebbi","Augie","2016-43","1"
"Measles","Kebbi","Bagudo","2016-43","4"
"Meningitis","Kebbi","Bagudo","2016-43","10"
"Cholera","Kebbi","Bagudo","2016-43","1"
"Measles","Kebbi","Birnin Kebbi","2016-43","0"
"Meningitis","Kebbi","Birnin Kebbi","2016-43","1"
"Cholera","Kebbi","Birnin Kebbi","2016-43","8"
"Measles","Kebbi","Bunza","2016-43","0"
"Meningitis","Kebbi","Bunza","2016-43","53"
"Cholera","Kebbi","Bunza","2016-43","0"
"Measles","Kebbi","Dandi","2016-43","1"
"Meningitis","Kebbi","Dandi","2016-43","21"
"Measles","Kebbi","Danko Wasagu","2016-43","6"
"Meningitis","Kebbi","Danko Wasagu","2016-43","12"
"Cholera","Kebbi","Danko Wasagu","2016-43","1"
"Measles","Kebbi","Fakai","2016-43","1"
"Meningitis","Kebbi","Fakai","2016-43","6"
"Cholera","Kebbi","Fakai","2016-43","0"
"Measles","Kebbi","Gwandu","2016-43","6"
"Meningitis","Kebbi","Gwandu","2016-43","7"
"Cholera","Kebbi","Gwandu","2016-43","0"
"Measles","Kebbi","Jega","2016-43","2"
"Meningitis","Kebbi","Jega","2016-43","7"
"Cholera","Kebbi","Jega","2016-43","0"
"Measles","Kebbi","Kalgo","2016-43","0"
"Meningitis","Kebbi","Kalgo","2016-43","0"
"Cholera","Kebbi","Kalgo","2016-43","19"
"Measles","Kebbi","Koko Besse","2016-43","0"
"Meningitis","Kebbi","Koko Besse","2016-43","0"
"Cholera","Kebbi","Koko Besse","2016-43","9"
"Measles","Kebbi","Maiyama","2016-43","6"
"Meningitis","Kebbi","Maiyama","2016-43","5"
"Cholera","Kebbi","Maiyama","2016-43","0"
"Measles","Kebbi","Ngaski","2016-43","0"
"Meningitis","Kebbi","Ngaski","2016-43","0"
"Cholera","Kebbi","Ngaski","2016-43","6"
"Measles","Kebbi","Sakaba","2016-43","0"
"Cholera","Kebbi","Sakaba","2016-43","3"
"Measles","Kebbi","Shanga","2016-43","5"
"Meningitis","Kebbi","Shanga","2016-43","39"
"Cholera","Kebbi","Shanga","2016-43","0"
"Measles","Kebbi","Suru","2016-43","3"
"Meningitis","Kebbi","Suru","2016-43","14"
"Measles","Kebbi","Yauri","2016-43","3"
"Meningitis","Kebbi","Yauri","2016-43","5"
"Cholera","Kebbi","Yauri","2016-43","21"
"Measles","Kebbi","Zuru","2016-43","14"
"Cholera","Kebbi","Zuru","2016-43","0"
"Measles","Niger","Agaie","2016-43","7"
"Meningitis","Niger","Agaie","2016-43","56"
"Cholera","Niger","Agaie","2016-43","6"
"Measles","Niger","Agwara","2016-43","1"
"Meningitis","Niger","Agwara","2016-43","12"
"Measles","Niger","Bida","2016-43","11"
"Meningitis","Niger","Bida","2016-43","1"
"Cholera","Niger","Bida","2016-43","14"
"Measles","Niger","Borgu","2016-43","0"
"Meningitis","Niger","Borgu","2016-43","0"
"Cholera","Niger","Borgu","2016-43","0"
"Measles","Niger","Bosso","2016-43","5"
"Meningitis","Niger","Bosso","2016-43","3"
"Meningitis","Niger","Chanchaga","2016-43","0"
"Cholera","Niger","Chanchaga","2016-43","0"
"Measles","Niger","Edati","2016-43","25"
"Meningitis","Niger","Edati","2016-43","0"
"Measles","Niger","Gbako","2016-43","0"
"Meningitis","Niger","Gbako","2016-43","0"
"Cholera","Niger","Gbako","2016-43","6"
"Measles","Niger","Gurara","2016-43","0"
"Cholera","Niger","Gurara","2016-43","0"
"Measles","Niger","Katcha","2016-43","1"
"Meningitis","Niger","Katcha","2016-43","0"
"Cholera","Niger","Katcha","2016-43","4"
"Measles","Niger","Kontagora","2016-43","2"
"Meningitis","Niger","Kontagora","2016-43","0"
"Cholera","Niger","Kontagora","2016-43","1"
"Measles","Niger","Lapai","2016-43","0"
"Meningitis","Niger","Lapai","2016-43","6"
"Cholera","Niger","Lapai","2016-43","0"
"Measles","Niger","Lavun","2016-43","8"
"Meningitis","Niger","Lavun","2016-43","0"
"Cholera","Niger","Lavun","2016-43","0"
"Measles","Niger","Magama","2016-43","10"
"Cholera","Niger","Magama","2016-43","0"
"Measles","Niger","Mariga","2016-43","0"
"Meningitis","Niger","Mariga","2016-43","39"
"Measles","Niger","Mashegu","2016-43","5"
"Meningitis","Niger","Mashegu","2016-43","7"
"Cholera","Niger","Mashegu","2016-43","2"
"Measles","Niger","Mokwa","2016-43","3"
"Meningitis","Niger","Mokwa","2016-43","0"
"Cholera","Niger","Mokwa","2016-43","12"
"Measles","Niger","Muya","2016-43","2"
"Meningitis","Niger","Muya","2016-43","0"
"Cholera","Niger","Muya","2016-43","0"
"Measles","Niger","Paikoro","2016-43","6"
"Meningitis","Niger","Paikoro","2016-43","0"
"Cholera","Niger","Paikoro","2016-43","1"
"Measles","Niger","Rafi","2016-43","0"
"Meningitis","Niger","Rafi","2016-43","1"
"Cholera","Niger","Rafi","2016-43","0"
"Measles","Niger","Rijau","2016-43","2"
"Meningitis","Niger","Rijau","2016-43","0"
"Cholera","Niger","Rijau","2016-43","11"
"Measles","Niger","Shiroro","2016-43","7"
"Meningitis","Niger","Shiroro","2016-43","1"
"Cholera","Niger","Shiroro","2016-43","0"
"Measles","Niger","Suleja","2016-43","6"
"Meningitis","Niger","Suleja","2016-43","4"
"Cholera","Niger","Suleja","2016-43","7"
"Measles","Niger","Tafa","2016-43","0"
"Meningitis","Niger","Tafa","2016-43","1"
"Cholera","Niger","Tafa","2016-43","7"
"Measles","Niger","Wushishi","2016-43","16"
"Meningitis","Niger","Wushishi","2016-43","0"
"Cholera","Niger","Wushishi","2016-43","2"
"Measles","Sokoto","Binji","2016-43","0"
"Meningitis","Sokoto","Binji","2016-43","38"
"Cholera","Sokoto","Binji","2016-43","12"
"Measles","Sokoto","Bodinga","2016-43","14"
"Meningitis","Sokoto","Bodinga","2016-43","0"
"Cholera","Sokoto","Bodinga","2016-43","20"
"Measles","Sokoto","Dange Shuni","2016-43","2"
"Meningitis","Sokoto","Dange Shuni","2016-43","0"
"Cholera","Sokoto","Dange Shuni","2016-43","5"
"Measles","Sokoto","Gada","2016-43","0"
"Cholera","Sokoto","Gada","2016-43","7"
"Measles","Sokoto","Goronyo","2016-43","19"
"Meningitis","Sokoto","Goronyo","2016-43","2"
"Cholera","Sokoto","Goronyo","2016-43","13"
"Measles","Sokoto","Gudu","2016-43","3"
"Meningitis","Sokoto","Gudu","2016-43","6"
"Cholera","Sokoto","Gudu","2016-43","0"
"Measles","Sokoto","Gwadabawa","2016-43","4"
"Meningitis","Sokoto","Gwadabawa","2016-43","11"
"Cholera","Sokoto","Gwadabawa","2016-43","0"
"Measles","Sokoto","Illela","2016-43","3"
"Meningitis","Sokoto","Illela","2016-43","10"
"Cholera","Sokoto","Illela","2016-43","0"
"Measles","Sokoto","Isa","2016-43","0"
"Meningitis","Sokoto","Isa","2016-43","3"
"Cholera","Sokoto","Isa","2016-43","0"
"Measles","Sokoto","Kebbe","2016-43","4"
"Meningitis","Sokoto","Kebbe","2016-43","3"
"Cholera","Sokoto","Kebbe","2016-43","6"
"Measles","Sokoto","Kware","2016-43","4"
"Meningitis","Sokoto","Kware","2016-43","1"
"Cholera","Sokoto","Kware","2016-43","0"
"Measles","Sokoto","Rabah","2016-43","1"
"Meningitis","Sokoto","Rabah","2016-43","5"
"Cholera","Sokoto","Rabah","2016-43","2"
"Measles","Sokoto","Sabon Birni","2016-43","0"
"Meningitis","Sokoto","Sabon Birni","2016-43","0"
"Cholera","Sokoto","Sabon Birni","2016-43","3"
"Measles","Sokoto","Shagari","2016-43","0"
"Meningitis","Sokoto","Shagari","2016-43","4"
"Cholera","Sokoto","Shagari","2016-43","0"
"Measles","Sokoto","Silame","2016-43","6"
"Meningitis","Sokoto","Silame","2016-43","15"
"Cholera","Sokoto","Silame","2016-43","0"
"Measles","Sokoto","Sokoto North","2016-43","19"
"Meningitis","Sokoto","Sokoto North","2016-43","4"
"Cholera","Sokoto","Sokoto North","2016-43","0"
"Measles","Sokoto","Sokoto South","2016-43","0"
"Meningitis","Sokoto","Sokoto South","2016-43","0"
"Cholera","Sokoto","Sokoto South","2016-43","1"
"Measles","Sokoto","Tambuwal","2016-43","4"
"Meningitis","Sokoto","Tambuwal","2016-43","0"
"Cholera","Sokoto","Tambuwal","2016-43","2"
"Measles","Sokoto","Tangaza","2016-43","26"
"Meningitis","Sokoto","Tangaza","2016-43","0"
"Cholera","Sokoto","Tangaza","2016-43","2"
"Measles","Sokoto","Tureta","2016-43","2"
"Cholera","Sokoto","Tureta","2016-43","0"
"Measles","Sokoto","Wamako","2016-43","0"
"Cholera","Sokoto","Wamako","2016-43","50"
"Measles","Sokoto","Wurno","2016-43","0"
"Meningitis","Sokoto","Wurno","2016-43","5"
"Measles","Sokoto","Yabo","2016-43","0"
"Meningitis","Sokoto","Yabo","2016-43","0"
"Cholera","Sokoto","Yabo","2016-43","0"
"Measles","Zamfara","Anka","2016-43","6"
"Meningitis","Zamfara","Anka","2016-43","3"
"Cholera","Zamfara","Anka","2016-43","0"
