"disease","district","region","epiweek","cas","dec"
"Rougeole","Bodo","Logone Oriental","2017-33","9","1"
"Rougeole","Bebeto","Logone Oriental","2017-33","",""
"Rougeole","Bébédja","Logone Oriental","2017-33","22",""
"Rougeole","Gore","Logone Oriental","2017-33","",""
"Rougeole","Béssao","Logone Oriental","2017-33","",""
"Rougeole","Larmanaye","Logone Oriental","2017-33","8","2"
"Rougeole","Koumra","Mandoul","2017-33","",""
"Rougeole","Goundi","Mandoul","2017-33","1","2"
"Rougeole","Moissala","Mandoul","2017-33","","1"
"Rougeole","Bedjondo","Mandoul","2017-33","2",""
"Rougeole","Bouna","Mandoul","2017-33","3","1"
"Rougeole","Bongor","Mayo-Kebbi-Est","2017-33","",""
"Rougeole","Gounou Gaya","Mayo-Kebbi-Est","2017-33","6",""
"Rougeole","Guelendeng","Mayo-Kebbi-Est","2017-33","16",""
"Rougeole","Fianga","Mayo-Kebbi-Est","2017-33","16",""
"Rougeole","Pont Carol","Mayo-Kebbi-Est","2017-33","",""
"Rougeole","Moulkou","Mayo-Kebbi-Est","2017-33","",""
"Rougeole","Youe","Mayo-Kebbi-Est","2017-33","2",""
"Rougeole","Pala","Mayo-Kebbi-Ouest","2017-33","1",""
"Rougeole","Lere","Mayo-Kebbi-Ouest","2017-33","",""
"Rougeole","Gagal","Mayo-Kebbi-Ouest","2017-33","2",""
"Rougeole","Torrock","Mayo-Kebbi-Ouest","2017-33","1","1"
"Rougeole","Lagon","Mayo-Kebbi-Ouest","2017-33","",""
"Rougeole","Binder","Mayo-Kebbi-Ouest","2017-33","",""
"Rougeole","Lame","Mayo-Kebbi-Ouest","2017-33","",""
"Rougeole","Sarh","Moyen-Chari","2017-33","","1"
"Rougeole","Danamadji","Moyen-Chari","2017-33","","1"
"Rougeole","Kyabe","Moyen-Chari","2017-33","","1"
"Rougeole","Biobé Singako","Moyen-Chari","2017-33","12","1"
"Rougeole","Ndjamena-Nord","Ndjamena","2017-33","1",""
"Rougeole","Ndjamena-Centre","Ndjamena","2017-33","4",""
"Rougeole","Ndjamena-Sud","Ndjamena","2017-33","1",""
"Rougeole","Ndjamena-Est","Ndjamena","2017-33","4",""
"Rougeole","Faya","Borkou","2017-33","3","1"
"Rougeole","Kirdimi","Borkou","2017-33","15",""
"Rougeole","Abeche","Ouaddai","2017-33","47",""
"Rougeole","Abdi","Ouaddai","2017-33","2",""
"Rougeole","Adre","Ouaddai","2017-33","19",""
"Rougeole","Abougoudam","Ouaddai","2017-33","10","1"
"Rougeole","Gozbeida","Sila","2017-33","",""
"Rougeole","Amdam","Sila","2017-33","",""
"Rougeole","Tissi","Sila","2017-33","10",""
"Rougeole","Koukou Angarana","Sila","2017-33","","1"
"Rougeole","Amtiman","Salamat","2017-33","5",""
"Rougeole","Aboudeia","Salamat","2017-33","8",""
"Rougeole","Haraze Mangueigne","Salamat","2017-33","5",""
"Rougeole","Lai","Tandjile","2017-33","8","1"
"Rougeole","Dono Manga","Tandjile","2017-33","",""
"Rougeole","Kelo","Tandjile","2017-33","3",""
"Rougeole","Bere","Tandjile","2017-33","35","2"
"Rougeole","Daffra","Tandjile","2017-33","3",""
"Rougeole","Biltine","Wadi Fira","2017-33","","1"
"Rougeole","Guereda","Wadi Fira","2017-33","",""
"Rougeole","Iriba","Wadi Fira","2017-33","","2"
"Rougeole","Matadjana","Wadi Fira","2017-33","",""
"Meningite","Ati","Batha","2017-33","7",""
"Meningite","Oum Hadjer","Batha","2017-33","",""
"Meningite","Alifat","Batha","2017-33","36",""
"Meningite","Assinet","Batha","2017-33","","1"
"Meningite","Yao","Batha","2017-33","","1"
"Meningite","Amdjarasse","Ennedi Est","2017-33","5","2"
"Meningite","Bahaï","Ennedi Est","2017-33","6",""
"Meningite","Kawra","Ennedi Est","2017-33","","1"
"Meningite","Fada","Ennedi Ouest","2017-33","",""
"Meningite","Kalaït","Ennedi Ouest","2017-33","3","2"
"Meningite","Massenya","Chari-Baguirmi","2017-33","9","2"
"Meningite","Dourbali","Chari-Baguirmi","2017-33","7",""
"Meningite","Mandalia","Chari-Baguirmi","2017-33","9",""
"Meningite","Bousso","Chari-Baguirmi","2017-33","",""
"Meningite","Ba Illi","Chari-Baguirmi","2017-33","","2"
"Meningite","Kouno","Chari-Baguirmi","2017-33","34",""
"Meningite","Mongo","Guera","2017-33","1","1"
"Meningite","Bitkine","Guera","2017-33","6",""
"Meningite","Melfi","Guera","2017-33","",""
"Meningite","Mangalme","Guera","2017-33","19",""
"Meningite","Massakory","Hadjer Lamis","2017-33","7","1"
"Meningite","Bokoro","Hadjer Lamis","2017-33","3","2"
"Meningite","Massaguet","Hadjer Lamis","2017-33","",""
"Meningite","Mani","Hadjer Lamis","2017-33","5",""
"Meningite","Bardai","Tibesti","2017-33","1","2"
"Meningite","Zouar","Tibesti","2017-33","2",""
"Meningite","Mao","Kanem","2017-33","1",""
"Meningite","Nokou","Kanem","2017-33","13",""
"Meningite","Rig Rig","Kanem","2017-33","",""
"Meningite","Mondo","Kanem","2017-33","1",""
"Meningite","Moussoro","Barh-Elgazal","2017-33","15",""
"Meningite","Chaddra","Barh-Elgazal","2017-33","20",""
"Meningite","Salal","Barh-Elgazal","2017-33","",""
"Meningite","Michemire","Barh-Elgazal","2017-33","",""
"Meningite","Bol","Lac","2017-33","6",""
"Meningite","Bagassoula","Lac","2017-33","","1"
"Meningite","Ngouri","Lac","2017-33","1",""
"Meningite","Kouloudia","Lac","2017-33","8",""
"Meningite","Liwa","Lac","2017-33","4",""
"Meningite","Isseirom","Lac","2017-33","",""
"Meningite","Moundou","Logone Occidental","2017-33","6",""
"Meningite","Laokassy","Logone Occidental","2017-33","",""
"Meningite","Benoye","Logone Occidental","2017-33","1",""
"Meningite","Doba","Logone Oriental","2017-33","17",""
"Meningite","Bodo","Logone Oriental","2017-33","5",""
"Meningite","Bebeto","Logone Oriental","2017-33","",""
"Meningite","Bébédja","Logone Oriental","2017-33","17",""
"Meningite","Gore","Logone Oriental","2017-33","6",""
"Meningite","Béssao","Logone Oriental","2017-33","2","2"
"Meningite","Larmanaye","Logone Oriental","2017-33","",""
"Meningite","Koumra","Mandoul","2017-33","",""
"Meningite","Goundi","Mandoul","2017-33","",""
"Meningite","Moissala","Mandoul","2017-33","",""
"Meningite","Bedjondo","Mandoul","2017-33","",""
"Meningite","Bouna","Mandoul","2017-33","","1"
"Meningite","Bongor","Mayo-Kebbi-Est","2017-33","5",""
"Meningite","Gounou Gaya","Mayo-Kebbi-Est","2017-33","",""
"Meningite","Guelendeng","Mayo-Kebbi-Est","2017-33","",""
"Meningite","Fianga","Mayo-Kebbi-Est","2017-33","6",""
"Meningite","Pont Carol","Mayo-Kebbi-Est","2017-33","2","2"
"Meningite","Moulkou","Mayo-Kebbi-Est","2017-33","11",""
"Meningite","Youe","Mayo-Kebbi-Est","2017-33","1","1"
"Meningite","Pala","Mayo-Kebbi-Ouest","2017-33","",""
"Meningite","Lere","Mayo-Kebbi-Ouest","2017-33","12",""
"Meningite","Gagal","Mayo-Kebbi-Ouest","2017-33","1",""
"Meningite","Torrock","Mayo-Kebbi-Ouest","2017-33","2",""
"Meningite","Lagon","Mayo-Kebbi-Ouest","2017-33","",""
"Meningite","Binder","Mayo-Kebbi-Ouest","2017-33","4","1"
"Meningite","Lame","Mayo-Kebbi-Ouest","2017-33","1",""
"Meningite","Sarh","Moyen-Chari","2017-33","1",""
"Meningite","Danamadji","Moyen-Chari","2017-33","",""
"Meningite","Kyabe","Moyen-Chari","2017-33","3","1"
"Meningite","Biobé Singako","Moyen-Chari","2017-33","5",""
"Meningite","Ndjamena-Nord","Ndjamena","2017-33","65",""
"Meningite","Ndjamena-Centre","Ndjamena","2017-33","","1"
"Meningite","Ndjamena-Sud","Ndjamena","2017-33","7","1"
"Meningite","Ndjamena-Est","Ndjamena","2017-33","2","1"
"Meningite","Faya","Borkou","2017-33","4","1"
"Meningite","Kirdimi","Borkou","2017-33","2",""
"Meningite","Abeche","Ouaddai","2017-33","",""
"Meningite","Abdi","Ouaddai","2017-33","3",""
"Meningite","Adre","Ouaddai","2017-33","","2"
"Meningite","Abougoudam","Ouaddai","2017-33","3",""
"Meningite","Gozbeida","Sila","2017-33","12",""
"Meningite","Amdam","Sila","2017-33","1","1"
"Meningite","Tissi","Sila","2017-33","",""
"Meningite","Koukou Angarana","Sila","2017-33","","1"
"Meningite","Amtiman","Salamat","2017-33","",""
"Meningite","Aboudeia","Salamat","2017-33","",""
"Meningite","Haraze Mangueigne","Salamat","2017-33","",""
"Meningite","Lai","Tandjile","2017-33","13",""
"Meningite","Dono Manga","Tandjile","2017-33","","1"
"Meningite","Kelo","Tandjile","2017-33","1",""
"Meningite","Bere","Tandjile","2017-33","3",""
"Meningite","Daffra","Tandjile","2017-33","",""
"Meningite","Biltine","Wadi Fira","2017-33","",""
"Meningite","Guereda","Wadi Fira","2017-33","","1"
"Meningite","Iriba","Wadi Fira","2017-33","","1"
"Meningite","Matadjana","Wadi Fira","2017-33","7","1"
"Suspicions Hepatite E","Ati","Batha","2017-33","9",""
"Suspicions Hepatite E","Oum Hadjer","Batha","2017-33","",""
"Suspicions Hepatite E","Alifat","Batha","2017-33","",""
"Suspicions Hepatite E","Assinet","Batha","2017-33","",""
"Suspicions Hepatite E","Yao","Batha","2017-33","1",""
"Suspicions Hepatite E","Amdjarasse","Ennedi Est","2017-33","1",""
"Suspicions Hepatite E","Bahaï","Ennedi Est","2017-33","20","1"
"Suspicions Hepatite E","Kawra","Ennedi Est","2017-33","3",""
"Suspicions Hepatite E","Fada","Ennedi Ouest","2017-33","38","1"
"Suspicions Hepatite E","Kalaït","Ennedi Ouest","2017-33","1",""
"Suspicions Hepatite E","Massenya","Chari-Baguirmi","2017-33","","1"
"Suspicions Hepatite E","Dourbali","Chari-Baguirmi","2017-33","34","1"
"Suspicions Hepatite E","Mandalia","Chari-Baguirmi","2017-33","",""
"Suspicions Hepatite E","Bousso","Chari-Baguirmi","2017-33","10",""
"Suspicions Hepatite E","Ba Illi","Chari-Baguirmi","2017-33","21",""
"Suspicions Hepatite E","Kouno","Chari-Baguirmi","2017-33","",""
"Suspicions Hepatite E","Mongo","Guera","2017-33","6","1"
"Suspicions Hepatite E","Bitkine","Guera","2017-33","5","1"
"Suspicions Hepatite E","Melfi","Guera","2017-33","2",""
"Suspicions Hepatite E","Mangalme","Guera","2017-33","",""
"Suspicions Hepatite E","Massakory","Hadjer Lamis","2017-33","","1"
"Suspicions Hepatite E","Bokoro","Hadjer Lamis","2017-33","2",""
"Suspicions Hepatite E","Massaguet","Hadjer Lamis","2017-33","","1"
"Suspicions Hepatite E","Mani","Hadjer Lamis","2017-33","",""
"Suspicions Hepatite E","Bardai","Tibesti","2017-33","4",""
"Suspicions Hepatite E","Zouar","Tibesti","2017-33","1",""
"Suspicions Hepatite E","Mao","Kanem","2017-33","","1"
"Suspicions Hepatite E","Nokou","Kanem","2017-33","2",""
"Suspicions Hepatite E","Rig Rig","Kanem","2017-33","",""
"Suspicions Hepatite E","Mondo","Kanem","2017-33","6","1"
"Suspicions Hepatite E","Moussoro","Barh-Elgazal","2017-33","10","1"
"Suspicions Hepatite E","Chaddra","Barh-Elgazal","2017-33","3","2"
"Suspicions Hepatite E","Salal","Barh-Elgazal","2017-33","",""
"Suspicions Hepatite E","Michemire","Barh-Elgazal","2017-33","","1"
"Suspicions Hepatite E","Bol","Lac","2017-33","18",""
"Suspicions Hepatite E","Bagassoula","Lac","2017-33","",""
"Suspicions Hepatite E","Ngouri","Lac","2017-33","",""
"Suspicions Hepatite E","Kouloudia","Lac","2017-33","2",""
"Suspicions Hepatite E","Liwa","Lac","2017-33","4",""
"Suspicions Hepatite E","Isseirom","Lac","2017-33","5",""
"Suspicions Hepatite E","Moundou","Logone Occidental","2017-33","",""
"Suspicions Hepatite E","Laokassy","Logone Occidental","2017-33","","1"
"Suspicions Hepatite E","Benoye","Logone Occidental","2017-33","",""
"Suspicions Hepatite E","Doba","Logone Oriental","2017-33","1",""
"Suspicions Hepatite E","Bodo","Logone Oriental","2017-33","22",""
"Suspicions Hepatite E","Bebeto","Logone Oriental","2017-33","21",""
"Suspicions Hepatite E","Bébédja","Logone Oriental","2017-33","",""
"Suspicions Hepatite E","Gore","Logone Oriental","2017-33","11","1"
"Suspicions Hepatite E","Béssao","Logone Oriental","2017-33","",""
"Suspicions Hepatite E","Larmanaye","Logone Oriental","2017-33","12",""
"Suspicions Hepatite E","Koumra","Mandoul","2017-33","",""
"Suspicions Hepatite E","Goundi","Mandoul","2017-33","","1"
"Suspicions Hepatite E","Moissala","Mandoul","2017-33","34","1"
"Suspicions Hepatite E","Bedjondo","Mandoul","2017-33","9",""
"Suspicions Hepatite E","Bouna","Mandoul","2017-33","","1"
"Suspicions Hepatite E","Bongor","Mayo-Kebbi-Est","2017-33","","2"
"Suspicions Hepatite E","Gounou Gaya","Mayo-Kebbi-Est","2017-33","1",""
"Suspicions Hepatite E","Guelendeng","Mayo-Kebbi-Est","2017-33","9","1"
"Suspicions Hepatite E","Fianga","Mayo-Kebbi-Est","2017-33","9",""
"Suspicions Hepatite E","Pont Carol","Mayo-Kebbi-Est","2017-33","18",""
"Suspicions Hepatite E","Moulkou","Mayo-Kebbi-Est","2017-33","",""
"Suspicions Hepatite E","Youe","Mayo-Kebbi-Est","2017-33","",""
"Suspicions Hepatite E","Pala","Mayo-Kebbi-Ouest","2017-33","14",""
"Suspicions Hepatite E","Lere","Mayo-Kebbi-Ouest","2017-33","4",""
"Suspicions Hepatite E","Gagal","Mayo-Kebbi-Ouest","2017-33","5",""
"Suspicions Hepatite E","Torrock","Mayo-Kebbi-Ouest","2017-33","",""
"Suspicions Hepatite E","Lagon","Mayo-Kebbi-Ouest","2017-33","","1"
"Suspicions Hepatite E","Binder","Mayo-Kebbi-Ouest","2017-33","52","1"
"Suspicions Hepatite E","Lame","Mayo-Kebbi-Ouest","2017-33","1",""
"Suspicions Hepatite E","Sarh","Moyen-Chari","2017-33","12","1"
"Suspicions Hepatite E","Danamadji","Moyen-Chari","2017-33","13",""
"Suspicions Hepatite E","Kyabe","Moyen-Chari","2017-33","",""
"Suspicions Hepatite E","Biobé Singako","Moyen-Chari","2017-33","1",""
"Suspicions Hepatite E","Ndjamena-Nord","Ndjamena","2017-33","","1"
"Suspicions Hepatite E","Ndjamena-Centre","Ndjamena","2017-33","22",""
"Suspicions Hepatite E","Ndjamena-Sud","Ndjamena","2017-33","20","1"
"Suspicions Hepatite E","Ndjamena-Est","Ndjamena","2017-33","4",""
"Suspicions Hepatite E","Faya","Borkou","2017-33","10",""
"Suspicions Hepatite E","Kirdimi","Borkou","2017-33","",""
"Suspicions Hepatite E","Abeche","Ouaddai","2017-33","3","1"
"Suspicions Hepatite E","Abdi","Ouaddai","2017-33","","1"
"Suspicions Hepatite E","Adre","Ouaddai","2017-33","",""
"Suspicions Hepatite E","Abougoudam","Ouaddai","2017-33","12","1"
"Suspicions Hepatite E","Gozbeida","Sila","2017-33","1",""
"Suspicions Hepatite E","Amdam","Sila","2017-33","","2"
"Suspicions Hepatite E","Tissi","Sila","2017-33","10","2"
"Suspicions Hepatite E","Koukou Angarana","Sila","2017-33","15",""
"Suspicions Hepatite E","Amtiman","Salamat","2017-33","3",""
"Suspicions Hepatite E","Aboudeia","Salamat","2017-33","1",""
"Suspicions Hepatite E","Haraze Mangueigne","Salamat","2017-33","4",""
"Suspicions Hepatite E","Lai","Tandjile","2017-33","6","2"
"Suspicions Hepatite E","Dono Manga","Tandjile","2017-33","14",""
"Suspicions Hepatite E","Kelo","Tandjile","2017-33","1",""
"Suspicions Hepatite E","Bere","Tandjile","2017-33","","1"
"Suspicions Hepatite E","Daffra","Tandjile","2017-33","26","1"
"Suspicions Hepatite E","Biltine","Wadi Fira","2017-33","11",""
"Suspicions Hepatite E","Guereda","Wadi Fira","2017-33","41",""
"Suspicions Hepatite E","Iriba","Wadi Fira","2017-33","10",""
"Suspicions Hepatite E","Matadjana","Wadi Fira","2017-33","19",""
"Ver de Guinée","Ati","Batha","2017-33","3","2"
"Ver de Guinée","Oum Hadjer","Batha","2017-33","3",""
"Ver de Guinée","Alifat","Batha","2017-33","3",""
"Ver de Guinée","Assinet","Batha","2017-33","",""
"Ver de Guinée","Yao","Batha","2017-33","1","2"
"Ver de Guinée","Amdjarasse","Ennedi Est","2017-33","6",""
"Ver de Guinée","Bahaï","Ennedi Est","2017-33","",""
"Ver de Guinée","Kawra","Ennedi Est","2017-33","",""
"Ver de Guinée","Fada","Ennedi Ouest","2017-33","1",""
"Ver de Guinée","Kalaït","Ennedi Ouest","2017-33","",""
"Ver de Guinée","Massenya","Chari-Baguirmi","2017-33","25",""
"Ver de Guinée","Dourbali","Chari-Baguirmi","2017-33","",""
"Ver de Guinée","Mandalia","Chari-Baguirmi","2017-33","32",""
"Ver de Guinée","Bousso","Chari-Baguirmi","2017-33","15",""
"Ver de Guinée","Ba Illi","Chari-Baguirmi","2017-33","11",""
"Ver de Guinée","Kouno","Chari-Baguirmi","2017-33","9","1"
"Ver de Guinée","Mongo","Guera","2017-33","2","2"
"Ver de Guinée","Bitkine","Guera","2017-33","",""
"Ver de Guinée","Melfi","Guera","2017-33","1","2"
"Ver de Guinée","Mangalme","Guera","2017-33","",""
"Ver de Guinée","Massakory","Hadjer Lamis","2017-33","11","1"
"Ver de Guinée","Bokoro","Hadjer Lamis","2017-33","4","2"
"Ver de Guinée","Massaguet","Hadjer Lamis","2017-33","",""
"Ver de Guinée","Mani","Hadjer Lamis","2017-33","1",""
"Ver de Guinée","Bardai","Tibesti","2017-33","3","1"
"Ver de Guinée","Zouar","Tibesti","2017-33","",""
"Ver de Guinée","Mao","Kanem","2017-33","","1"
"Ver de Guinée","Nokou","Kanem","2017-33","19",""
"Ver de Guinée","Rig Rig","Kanem","2017-33","","1"
"Ver de Guinée","Mondo","Kanem","2017-33","1","1"
"Ver de Guinée","Moussoro","Barh-Elgazal","2017-33","2",""
"Ver de Guinée","Chaddra","Barh-Elgazal","2017-33","1",""
"Ver de Guinée","Salal","Barh-Elgazal","2017-33","",""
"Ver de Guinée","Michemire","Barh-Elgazal","2017-33","8","2"
"Ver de Guinée","Bol","Lac","2017-33","",""
"Ver de Guinée","Bagassoula","Lac","2017-33","1",""
"Ver de Guinée","Ngouri","Lac","2017-33","9","1"
"Ver de Guinée","Kouloudia","Lac","2017-33","7",""
"Ver de Guinée","Liwa","Lac","2017-33","",""
"Ver de Guinée","Isseirom","Lac","2017-33","",""
"Ver de Guinée","Moundou","Logone Occidental","2017-33","",""
"Ver de Guinée","Laokassy","Logone Occidental","2017-33","12",""
"Ver de Guinée","Benoye","Logone Occidental","2017-33","8","1"
"Ver de Guinée","Doba","Logone Oriental","2017-33","16",""
"Ver de Guinée","Bodo","Logone Oriental","2017-33","9",""
"Ver de Guinée","Bebeto","Logone Oriental","2017-33","2",""
"Ver de Guinée","Bébédja","Logone Oriental","2017-33","",""
"Ver de Guinée","Gore","Logone Oriental","2017-33","",""
"Ver de Guinée","Béssao","Logone Oriental","2017-33","",""
"Ver de Guinée","Larmanaye","Logone Oriental","2017-33","5",""
"Ver de Guinée","Koumra","Mandoul","2017-33","",""
"Ver de Guinée","Goundi","Mandoul","2017-33","",""
"Ver de Guinée","Moissala","Mandoul","2017-33","","2"
"Ver de Guinée","Bedjondo","Mandoul","2017-33","10",""
"Ver de Guinée","Bouna","Mandoul","2017-33","1",""
"Ver de Guinée","Bongor","Mayo-Kebbi-Est","2017-33","5","2"
"Ver de Guinée","Gounou Gaya","Mayo-Kebbi-Est","2017-33","3",""
"Ver de Guinée","Guelendeng","Mayo-Kebbi-Est","2017-33","","1"
"Ver de Guinée","Fianga","Mayo-Kebbi-Est","2017-33","9",""
"Ver de Guinée","Pont Carol","Mayo-Kebbi-Est","2017-33","",""
"Ver de Guinée","Moulkou","Mayo-Kebbi-Est","2017-33","1",""
"Ver de Guinée","Youe","Mayo-Kebbi-Est","2017-33","1",""
"Ver de Guinée","Pala","Mayo-Kebbi-Ouest","2017-33","",""
"Ver de Guinée","Lere","Mayo-Kebbi-Ouest","2017-33","3","1"
"Ver de Guinée","Gagal","Mayo-Kebbi-Ouest","2017-33","1",""
"Ver de Guinée","Torrock","Mayo-Kebbi-Ouest","2017-33","1",""
"Ver de Guinée","Lagon","Mayo-Kebbi-Ouest","2017-33","4",""
"Ver de Guinée","Binder","Mayo-Kebbi-Ouest","2017-33","3","1"
"Ver de Guinée","Lame","Mayo-Kebbi-Ouest","2017-33","2",""
"Ver de Guinée","Sarh","Moyen-Chari","2017-33","4",""
"Ver de Guinée","Danamadji","Moyen-Chari","2017-33","2",""
"Ver de Guinée","Kyabe","Moyen-Chari","2017-33","","1"
"Ver de Guinée","Biobé Singako","Moyen-Chari","2017-33","","1"
"Ver de Guinée","Ndjamena-Nord","Ndjamena","2017-33","",""
"Ver de Guinée","Ndjamena-Centre","Ndjamena","2017-33","4","2"
"Ver de Guinée","Ndjamena-Sud","Ndjamena","2017-33","8",""
"Ver de Guinée","Ndjamena-Est","Ndjamena","2017-33","",""
"Ver de Guinée","Faya","Borkou","2017-33","3","1"
"Ver de Guinée","Kirdimi","Borkou","2017-33","","2"
"Ver de Guinée","Abeche","Ouaddai","2017-33","1",""
"Ver de Guinée","Abdi","Ouaddai","2017-33","3",""
"Ver de Guinée","Adre","Ouaddai","2017-33","28","1"
"Ver de Guinée","Abougoudam","Ouaddai","2017-33","",""
"Ver de Guinée","Gozbeida","Sila","2017-33","1","1"
"Ver de Guinée","Amdam","Sila","2017-33","4",""
"Ver de Guinée","Tissi","Sila","2017-33","5",""
"Ver de Guinée","Koukou Angarana","Sila","2017-33","",""
"Ver de Guinée","Amtiman","Salamat","2017-33","1",""
"Ver de Guinée","Aboudeia","Salamat","2017-33","16",""
"Ver de Guinée","Haraze Mangueigne","Salamat","2017-33","","2"
"Ver de Guinée","Lai","Tandjile","2017-33","",""
"Ver de Guinée","Dono Manga","Tandjile","2017-33","5",""
"Ver de Guinée","Kelo","Tandjile","2017-33","2",""
"Ver de Guinée","Bere","Tandjile","2017-33","",""
"Ver de Guinée","Daffra","Tandjile","2017-33","","1"
"Ver de Guinée","Biltine","Wadi Fira","2017-33","","1"
"Ver de Guinée","Guereda","Wadi Fira","2017-33","8","1"
"Ver de Guinée","Iriba","Wadi Fira","2017-33","",""
"Ver de Guinée","Matadjana","Wadi Fira","2017-33","",""
"Choléra","Ati","Batha","2017-33","4",""
"Choléra","Oum Hadjer","Batha","2017-33","","1"
"Choléra","Alifat","Batha","2017-33","",""
"Choléra","Assinet","Batha","2017-33","5","2"
"Choléra","Yao","Batha","2017-33","3",""
"Choléra","Amdjarasse","Ennedi Est","2017-33","",""
"Choléra","Bahaï","Ennedi Est","2017-33","6","1"
"Choléra","Kawra","Ennedi Est","2017-33","2","2"
"Choléra","Fada","Ennedi Ouest","2017-33","12","2"
"Choléra","Kalaït","Ennedi Ouest","2017-33","",""
"Choléra","Massenya","Chari-Baguirmi","2017-33","2",""
"Choléra","Dourbali","Chari-Baguirmi","2017-33","","2"
"Choléra","Mandalia","Chari-Baguirmi","2017-33","1","1"
"Choléra","Bousso","Chari-Baguirmi","2017-33","12",""
"Choléra","Ba Illi","Chari-Baguirmi","2017-33","15","1"
"Choléra","Kouno","Chari-Baguirmi","2017-33","",""
"Choléra","Mongo","Guera","2017-33","7",""
"Choléra","Bitkine","Guera","2017-33","22",""
"Choléra","Melfi","Guera","2017-33","",""
"Choléra","Mangalme","Guera","2017-33","7",""
"Choléra","Massakory","Hadjer Lamis","2017-33","6","1"
"Choléra","Bokoro","Hadjer Lamis","2017-33","",""
"Choléra","Massaguet","Hadjer Lamis","2017-33","9",""
"Choléra","Mani","Hadjer Lamis","2017-33","2",""
"Choléra","Bardai","Tibesti","2017-33","4",""
"Choléra","Zouar","Tibesti","2017-33","",""
"Choléra","Mao","Kanem","2017-33","",""
"Choléra","Nokou","Kanem","2017-33","2","2"
"Choléra","Rig Rig","Kanem","2017-33","22",""
"Choléra","Mondo","Kanem","2017-33","11",""
"Choléra","Moussoro","Barh-Elgazal","2017-33","1",""
"Choléra","Chaddra","Barh-Elgazal","2017-33","2",""
"Choléra","Salal","Barh-Elgazal","2017-33","","1"
"Choléra","Michemire","Barh-Elgazal","2017-33","25",""
"Choléra","Bol","Lac","2017-33","46",""
"Choléra","Bagassoula","Lac","2017-33","2","1"
"Choléra","Ngouri","Lac","2017-33","2",""
"Choléra","Kouloudia","Lac","2017-33","4",""
"Choléra","Liwa","Lac","2017-33","",""
"Choléra","Isseirom","Lac","2017-33","1",""
"Choléra","Moundou","Logone Occidental","2017-33","5","1"
"Choléra","Laokassy","Logone Occidental","2017-33","4",""
"Choléra","Benoye","Logone Occidental","2017-33","2",""
"Choléra","Doba","Logone Oriental","2017-33","4","1"
"Choléra","Bodo","Logone Oriental","2017-33","","2"
"Choléra","Bebeto","Logone Oriental","2017-33","20",""
"Choléra","Bébédja","Logone Oriental","2017-33","31","1"
"Choléra","Gore","Logone Oriental","2017-33","7",""
"Choléra","Béssao","Logone Oriental","2017-33","2","2"
"Choléra","Larmanaye","Logone Oriental","2017-33","",""
"Choléra","Koumra","Mandoul","2017-33","3",""
"Choléra","Goundi","Mandoul","2017-33","4",""
"Choléra","Moissala","Mandoul","2017-33","3",""
"Choléra","Bedjondo","Mandoul","2017-33","7","2"
"Choléra","Bouna","Mandoul","2017-33","4","2"
"Choléra","Bongor","Mayo-Kebbi-Est","2017-33","",""
"Choléra","Gounou Gaya","Mayo-Kebbi-Est","2017-33","2",""
"Choléra","Guelendeng","Mayo-Kebbi-Est","2017-33","1","1"
"Choléra","Fianga","Mayo-Kebbi-Est","2017-33","",""
"Choléra","Pont Carol","Mayo-Kebbi-Est","2017-33","1",""
"Choléra","Moulkou","Mayo-Kebbi-Est","2017-33","","1"
"Choléra","Youe","Mayo-Kebbi-Est","2017-33","",""
"Choléra","Pala","Mayo-Kebbi-Ouest","2017-33","",""
"Choléra","Lere","Mayo-Kebbi-Ouest","2017-33","",""
"Choléra","Gagal","Mayo-Kebbi-Ouest","2017-33","",""
"Choléra","Torrock","Mayo-Kebbi-Ouest","2017-33","1",""
"Choléra","Lagon","Mayo-Kebbi-Ouest","2017-33","2",""
"Choléra","Binder","Mayo-Kebbi-Ouest","2017-33","",""
"Choléra","Lame","Mayo-Kebbi-Ouest","2017-33","13",""
"Choléra","Sarh","Moyen-Chari","2017-33","",""
"Choléra","Danamadji","Moyen-Chari","2017-33","",""
"Choléra","Kyabe","Moyen-Chari","2017-33","",""
"Choléra","Biobé Singako","Moyen-Chari","2017-33","8","1"
"Choléra","Ndjamena-Nord","Ndjamena","2017-33","15",""
"Choléra","Ndjamena-Centre","Ndjamena","2017-33","","1"
"Choléra","Ndjamena-Sud","Ndjamena","2017-33","5","1"
"Choléra","Ndjamena-Est","Ndjamena","2017-33","10","1"
"Choléra","Faya","Borkou","2017-33","",""
"Choléra","Kirdimi","Borkou","2017-33","7",""
"Choléra","Abeche","Ouaddai","2017-33","3",""
"Choléra","Abdi","Ouaddai","2017-33","",""
"Choléra","Adre","Ouaddai","2017-33","",""
"Choléra","Abougoudam","Ouaddai","2017-33","2",""
"Choléra","Gozbeida","Sila","2017-33","1","1"
"Choléra","Amdam","Sila","2017-33","24",""
"Choléra","Tissi","Sila","2017-33","1",""
"Choléra","Koukou Angarana","Sila","2017-33","1","1"
"Choléra","Amtiman","Salamat","2017-33","",""
"Choléra","Aboudeia","Salamat","2017-33","",""
"Choléra","Haraze Mangueigne","Salamat","2017-33","",""
"Choléra","Lai","Tandjile","2017-33","15",""
"Choléra","Dono Manga","Tandjile","2017-33","",""
