disease,chiefdom,PHU,pop,epiweek,fyo,cas,dth
Malaria cases,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,u,31,
Malaria cases,Kunike Barina,Massaba MCHP,9999,2015-48,o,9,
Malaria cases,Kunike Barina,Massaba MCHP,9999,2015-48,u,6,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-48,o,18,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-48,u,16,
Malaria cases,Kunike,Masingbi CHC,9999,2015-48,o,8,
Malaria cases,Kunike,Masingbi CHC,9999,2015-48,u,18,
Malaria cases,Kunike,Mamanso Sanka CHP,9999,2015-48,o,2,8
Malaria cases,Kunike,Mamanso Sanka CHP,9999,2015-48,u,19,
Malaria cases,Kunike,Petifuline MCHP,9999,2015-48,o,,
Malaria cases,Kunike,Petifuline MCHP,9999,2015-48,u,66,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,o,23,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,u,24,
Malaria cases,Kunike,Magbanabom MCHP,9999,2015-48,o,7,
Malaria cases,Kunike,Magbanabom MCHP,9999,2015-48,u,5,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-48,o,8,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-48,u,15,
Malaria cases,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,o,20,
Malaria cases,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,u,25,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-48,o,15,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-48,u,22,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-48,o,20,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-48,u,28,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-48,o,10,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-48,u,14,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-48,o,9,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-48,u,23,
Malaria cases,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,o,5,
Malaria cases,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,u,10,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-48,o,10,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-48,u,25,
Malaria cases,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,o,10,
Malaria cases,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,u,27,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-48,o,15,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-48,u,28,
Malaria cases,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,o,4,
Malaria cases,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,u,17,
Malaria cases,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,o,26,
Malaria cases,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,u,65,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-48,o,15,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-48,u,37,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-48,o,24,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-48,u,30,
Malaria cases,Yoni,Rochen Kamandao CHP,9999,2015-48,o,22,
Malaria cases,Yoni,Rochen Kamandao CHP,9999,2015-48,u,54,
Malaria cases,Yoni,Ronietta MCHP,9999,2015-48,o,26,
Malaria cases,Yoni,Ronietta MCHP,9999,2015-48,u,42,
Malaria cases,Yoni,Mathoir CHC,9999,2015-48,o,6,
Malaria cases,Yoni,Mathoir CHC,9999,2015-48,u,28,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-48,o,15,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-48,u,63,
Malaria cases,Yoni,Makelleh MCHP,9999,2015-48,o,20,
Malaria cases,Yoni,Makelleh MCHP,9999,2015-48,u,33,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-48,o,18,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-48,u,45,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,o,,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,u,88,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-48,o,1,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-48,u,7,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,o,14,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,u,16,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2015-48,o,25,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2015-48,u,35,
Malaria tested,Kholifa Rowalla,Maborie MCHP,9999,2015-48,o,16,
Malaria tested,Kholifa Rowalla,Maborie MCHP,9999,2015-48,u,31,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-48,o,3,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-48,u,27,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-48,o,10,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-48,u,15,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2015-48,o,45,
Malaria tested,Kafe Simira,Mabontor CHP,9999,2015-48,u,55,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-48,o,,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-48,u,16,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,o,5,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,u,20,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-48,o,25,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-48,u,40,
Malaria tested,Sambaya Bendugu,Kunya CHP,9999,2015-48,o,24,
Malaria tested,Sambaya Bendugu,Kunya CHP,9999,2015-48,u,62,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-48,o,4,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-48,u,12,
Malaria tested,Tane,Makona MCHP,9999,2015-48,o,21,
Malaria tested,Tane,Makona MCHP,9999,2015-48,u,30,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,o,6,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,u,31,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2015-48,o,9,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2015-48,u,6,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-48,o,18,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-48,u,16,
Malaria tested,Kunike,Masingbi CHC,9999,2015-48,o,8,
Malaria tested,Kunike,Masingbi CHC,9999,2015-48,u,18,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2015-48,o,28,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2015-48,u,19,
Malaria tested,Kunike,Petifuline MCHP,9999,2015-48,o,,
Malaria tested,Kunike,Petifuline MCHP,9999,2015-48,u,66,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,o,23,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,u,24,
Malaria tested,Kunike,Magbanabom MCHP,9999,2015-48,o,7,
Malaria tested,Kunike,Magbanabom MCHP,9999,2015-48,u,5,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-48,o,8,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-48,u,15,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,o,20,
Malaria tested,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,u,25,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-48,o,15,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-48,u,22,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-48,o,20,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-48,u,28,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-48,o,10,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-48,u,14,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-48,o,9,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-48,u,23,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,o,5,
Malaria tested,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,u,10,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-48,o,,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-48,u,,
Malaria tested,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,o,10,
Malaria tested,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,u,27,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-48,o,15,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-48,u,28,
Malaria tested,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,o,4,
Malaria tested,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,u,17,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,o,26,
Malaria tested,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,u,65,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-48,o,15,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-48,u,37,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-48,o,24,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-48,u,30,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2015-48,o,12,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2015-48,u,23,
Malaria tested,Yoni,Ronietta MCHP,9999,2015-48,o,26,
Malaria tested,Yoni,Ronietta MCHP,9999,2015-48,u,42,
Malaria tested,Yoni,Mathoir CHC,9999,2015-48,o,6,
Malaria tested,Yoni,Mathoir CHC,9999,2015-48,u,28,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-48,o,15,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-48,u,63,
Malaria tested,Yoni,Makelleh MCHP,9999,2015-48,o,20,
Malaria tested,Yoni,Makelleh MCHP,9999,2015-48,u,33,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-48,o,18,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-48,u,45,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,o,32,
Malaria Positive,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,u,30,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-48,o,1,
Malaria Positive,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-48,u,7,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,o,10,
Malaria Positive,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,u,9,
Malaria Positive,Kholifa Rowalla,Masoko MCHP,9999,2015-48,o,22,
Malaria Positive,Kholifa Rowalla,Masoko MCHP,9999,2015-48,u,30,
Malaria Positive,Kholifa Rowalla,Maborie MCHP,9999,2015-48,o,10,
Malaria Positive,Kholifa Rowalla,Maborie MCHP,9999,2015-48,u,22,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2015-48,o,3,
Malaria Positive,Kholifa Rowalla,Malone MCHP,9999,2015-48,u,23,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2015-48,o,7,
Malaria Positive,Kholifa Rowalla,Mabom CHC,9999,2015-48,u,11,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2015-48,o,35,
Malaria Positive,Kafe Simira,Mabontor CHP,9999,2015-48,u,45,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2015-48,o,,
Malaria Positive,Kalansogoia,Kathombo CHP,9999,2015-48,u,16,
Malaria Positive,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,o,2,
Malaria Positive,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,u,19,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-48,o,19,
Malaria Positive,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-48,u,36,
Malaria Positive,Sambaya Bendugu,Kunya CHP,9999,2015-48,o,22,
Malaria Positive,Sambaya Bendugu,Kunya CHP,9999,2015-48,u,52,
Malaria Positive,Tane,Makrugbeh CHP,9999,2015-48,o,4,
Malaria Positive,Tane,Makrugbeh CHP,9999,2015-48,u,11,
Malaria Positive,Tane,Makona MCHP,9999,2015-48,o,16,
Malaria Positive,Tane,Makona MCHP,9999,2015-48,u,15,
Malaria Positive,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,o,4,
Malaria Positive,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,u,27,
Malaria Positive,Kunike Barina,Massaba MCHP,9999,2015-48,o,7,
Malaria Positive,Kunike Barina,Massaba MCHP,9999,2015-48,u,5,
Malaria Positive,Kunike Barina,Wonkibor MCHP,9999,2015-48,o,13,
Malaria Positive,Kunike Barina,Wonkibor MCHP,9999,2015-48,u,13,
Malaria Positive,Kunike,Masingbi CHC,9999,2015-48,o,8,
Malaria Positive,Kunike,Masingbi CHC,9999,2015-48,u,15,
Malaria Positive,Kunike,Mamanso Sanka CHP,9999,2015-48,o,28,
Malaria Positive,Kunike,Mamanso Sanka CHP,9999,2015-48,u,19,
Malaria Positive,Kunike,Petifuline MCHP,9999,2015-48,o,,
Malaria Positive,Kunike,Petifuline MCHP,9999,2015-48,u,66,
Malaria Positive,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,o,11,
Malaria Positive,Kunike,Masiaka (Kunike) MCHP,9999,2015-48,u,10,
Malaria Positive,Kunike,Magbanabom MCHP,9999,2015-48,o,7,
Malaria Positive,Kunike,Magbanabom MCHP,9999,2015-48,u,5,
Malaria Positive,Kunike,Maconteh Tama MCHP,9999,2015-48,o,5,
Malaria Positive,Kunike,Maconteh Tama MCHP,9999,2015-48,u,13,
Malaria Positive,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,o,15,
Malaria Positive,Gbonkolenken,Lion Heart Medical Centre,9999,2015-48,u,5,
Malaria Positive,Gbonkolenken,Yele CHC,9999,2015-48,o,5,
Malaria Positive,Gbonkolenken,Yele CHC,9999,2015-48,u,17,
Malaria Positive,Gbonkolenken,Mayepoh CHP,9999,2015-48,o,20,
Malaria Positive,Gbonkolenken,Mayepoh CHP,9999,2015-48,u,23,
Malaria Positive,Gbonkolenken,Makonkorie CHP,9999,2015-48,o,10,
Malaria Positive,Gbonkolenken,Makonkorie CHP,9999,2015-48,u,14,
Malaria Positive,Gbonkolenken,Maraka MCHP,9999,2015-48,o,9,
Malaria Positive,Gbonkolenken,Maraka MCHP,9999,2015-48,u,23,
Malaria Positive,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,o,5,
Malaria Positive,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,u,10,
Malaria Positive,Gbonkolenken,Mansumana CHP,9999,2015-48,o,,
Malaria Positive,Gbonkolenken,Mansumana CHP,9999,2015-48,u,,
Malaria Positive,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,o,10,
Malaria Positive,Gbonkolenken,Mabarr Polie MCHP,9999,2015-48,u,27,
Malaria Positive,Gbonkolenken,Mafay MCHP,9999,2015-48,o,11,
Malaria Positive,Gbonkolenken,Mafay MCHP,9999,2015-48,u,21,
Malaria Positive,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,o,4,
Malaria Positive,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,u,15,
Malaria Positive,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,o,5,
Malaria Positive,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,u,30,
Malaria Positive,Kholifa Mabang,Komrabai Station MCHP,9999,2015-48,o,,
Malaria Positive,Kholifa Mabang,Komrabai Station MCHP,9999,2015-48,u,,
Malaria Positive,Malal Mara,Rochen Malal CHP,9999,2015-48,o,5,
Malaria Positive,Malal Mara,Rochen Malal CHP,9999,2015-48,u,16,
Malaria Positive,Malal Mara,Kiampkakolo MCHP,9999,2015-48,o,6,
Malaria Positive,Malal Mara,Kiampkakolo MCHP,9999,2015-48,u,12,
Malaria Positive,Yoni,Rochen Kamandao CHP,9999,2015-48,o,12,
Malaria Positive,Yoni,Rochen Kamandao CHP,9999,2015-48,u,23,
Malaria Positive,Yoni,Ronietta MCHP,9999,2015-48,o,26,
Malaria Positive,Yoni,Ronietta MCHP,9999,2015-48,u,42,
Malaria Positive,Yoni,Mathoir CHC,9999,2015-48,o,3,
Malaria Positive,Yoni,Mathoir CHC,9999,2015-48,u,11,
Malaria Positive,Yoni,Rokimbi MCHP,9999,2015-48,o,15,
Malaria Positive,Yoni,Rokimbi MCHP,9999,2015-48,u,63,
Malaria Positive,Yoni,Makelleh MCHP,9999,2015-48,o,15,
Malaria Positive,Yoni,Makelleh MCHP,9999,2015-48,u,18,
Malaria Positive,Yoni,Masengbeh CHP,9999,2015-48,o,18,
Malaria Positive,Yoni,Masengbeh CHP,9999,2015-48,u,45,
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,o,,
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2015-48,u,51,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,o,4,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2015-48,u,7,
Other disease,Kholifa Rowalla,Masoko MCHP,9999,2015-48,o,2,
Other disease,Kholifa Rowalla,Masoko MCHP,9999,2015-48,u,10,
Other disease,Kholifa Rowalla,Maborie MCHP,9999,2015-48,o,25,
Other disease,Kholifa Rowalla,Maborie MCHP,9999,2015-48,u,7,
Other disease,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,o,6,
Other disease,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-48,u,3,
Other disease,Tane,Makrugbeh CHP,9999,2015-48,o,,
Other disease,Tane,Makrugbeh CHP,9999,2015-48,u,2,
Other disease,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,o,,
Other disease,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-48,u,20,
Other disease,Kunike,Mamanso Sanka CHP,9999,2015-48,o,32,
Other disease,Kunike,Mamanso Sanka CHP,9999,2015-48,u,12,
Other disease,Gbonkolenken,Yele CHC,9999,2015-48,o,7,
Other disease,Gbonkolenken,Yele CHC,9999,2015-48,u,11,
Other disease,Gbonkolenken,Mayepoh CHP,9999,2015-48,o,,
Other disease,Gbonkolenken,Mayepoh CHP,9999,2015-48,u,1,
Other disease,Gbonkolenken,Makonkorie CHP,9999,2015-48,o,17,
Other disease,Gbonkolenken,Makonkorie CHP,9999,2015-48,u,13,
Other disease,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,o,,
Other disease,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-48,u,1,
Other disease,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,o,,
Other disease,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-48,u,10,
Other disease,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,o,1,
Other disease,Gbonkolenken,Manowo (Gbonkolenken) CHC,9999,2015-48,u,1,
Other disease,Yoni,Rokimbi MCHP,9999,2015-48,o,,
Other disease,Yoni,Rokimbi MCHP,9999,2015-48,u,6,
Other disease,Yoni,Masengbeh CHP,9999,2015-48,o,3,
Other disease,Yoni,Masengbeh CHP,9999,2015-48,u,7,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,u,4,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Maborie MCHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Maborie MCHP,9999,2015-47,u,4,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mabom CHC,9999,2015-47,o,13,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mabom CHC,9999,2015-47,u,11,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mamuntha MCHP,9999,2015-47,o,4,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mamuntha MCHP,9999,2015-47,u,16,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Kholifaga MCHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Kholifaga MCHP,9999,2015-47,u,6,
Diarrhoea Severe dehydratation,Tane,Mathonkara MCHP,9999,2015-47,o,1,
Diarrhoea Severe dehydratation,Tane,Mathonkara MCHP,9999,2015-47,u,3,
Diarrhoea Severe dehydratation,Gbonkolenken,Yele CHC,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Yele CHC,9999,2015-47,u,1,
Diarrhoea Severe dehydratation,Gbonkolenken,Mayepoh CHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Mayepoh CHP,9999,2015-47,u,1,
Diarrhoea Severe dehydratation,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-47,u,4,
Diarrhoea Severe dehydratation,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,u,2,
Diarrhoea Severe dehydratation,Yoni,Bakeloko MCHP,9999,2015-47,o,3,
Diarrhoea Severe dehydratation,Yoni,Bakeloko MCHP,9999,2015-47,u,8,
Diarrhoea Severe dehydratation,Yoni,Mathoir CHC,9999,2015-47,o,,
Diarrhoea Severe dehydratation,Yoni,Mathoir CHC,9999,2015-47,u,,1
Dysentery (Bloody Diarrhea),Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-47,o,,
Dysentery (Bloody Diarrhea),Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-47,u,5,
Dysentery (Bloody Diarrhea),Yoni,Yonibana MCHP,9999,2015-47,o,1,
Dysentery (Bloody Diarrhea),Yoni,Yonibana MCHP,9999,2015-47,u,,
Severe Malnutrition,Kalansogoia,Bumbuna CHC,9999,2015-47,o,,
Severe Malnutrition,Kalansogoia,Bumbuna CHC,9999,2015-47,u,2,
Severe Malnutrition,Gbonkolenken,Mansumana CHP,9999,2015-47,o,,
Severe Malnutrition,Gbonkolenken,Mansumana CHP,9999,2015-47,u,1,
Severe Malnutrition,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,o,,
Severe Malnutrition,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,u,6,
Severe Malnutrition,Yoni,Mathoir CHC,9999,2015-47,o,,
Severe Malnutrition,Yoni,Mathoir CHC,9999,2015-47,u,3,1
Sever Pneumonia,Kholifa Rowalla,Magburaka MCHP,9999,2015-47,o,,
Sever Pneumonia,Kholifa Rowalla,Magburaka MCHP,9999,2015-47,u,49,
Sever Pneumonia,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,o,25,
Sever Pneumonia,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,u,30,
Sever Pneumonia,Kholifa Rowalla,Maborie MCHP,9999,2015-47,o,15,
Sever Pneumonia,Kholifa Rowalla,Maborie MCHP,9999,2015-47,u,21,
Sever Pneumonia,Kholifa Rowalla,Magbass CHP,9999,2015-47,o,2,
Sever Pneumonia,Kholifa Rowalla,Magbass CHP,9999,2015-47,u,19,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-47,o,10,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-47,u,29,
Sever Pneumonia,Kalansogoia,Bumbuna CHC,9999,2015-47,o,,
Sever Pneumonia,Kalansogoia,Bumbuna CHC,9999,2015-47,u,10,
Sever Pneumonia,Sambaya Bendugu,Kholifaga MCHP,9999,2015-47,o,8,
Sever Pneumonia,Sambaya Bendugu,Kholifaga MCHP,9999,2015-47,u,12,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-47,o,8,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-47,u,19,
Sever Pneumonia,Sambaya Bendugu,Kunya CHP,9999,2015-47,o,83,
Sever Pneumonia,Sambaya Bendugu,Kunya CHP,9999,2015-47,u,100,
Sever Pneumonia,Kunike,Mamanso Sanka CHP,9999,2015-47,o,4,
Sever Pneumonia,Kunike,Mamanso Sanka CHP,9999,2015-47,u,2,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-47,o,25,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-47,u,30,
Sever Pneumonia,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-47,o,,
Sever Pneumonia,Gbonkolenken,Petifu Mayepoh MCHP,9999,2015-47,u,53,
Sever Pneumonia,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,o,3,
Sever Pneumonia,Gbonkolenken,Warrima (Gbonkolenken) MCHP,9999,2015-47,u,27,1
Sever Pneumonia,Yoni,Bakeloko MCHP,9999,2015-47,o,13,
Sever Pneumonia,Yoni,Bakeloko MCHP,9999,2015-47,u,16,
Sever Pneumonia,Yoni,Mathoir CHC,9999,2015-47,o,,
Sever Pneumonia,Yoni,Mathoir CHC,9999,2015-47,u,4,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-47,o,,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-47,u,3,1
Typhoid Fever,Kholifa Rowalla,Mabom CHC,9999,2015-47,o,4,
Typhoid Fever,Kholifa Rowalla,Mabom CHC,9999,2015-47,u,,
Typhoid Fever,Kalansogoia,Bumbuna CHC,9999,2015-47,o,,
Typhoid Fever,Kalansogoia,Bumbuna CHC,9999,2015-47,u,6,
Typhoid Fever,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-47,o,6,
Typhoid Fever,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-47,u,,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-47,o,,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-47,u,85,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,o,21,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-47,u,36,
Malaria cases,Kholifa Rowalla,Maborie MCHP,9999,2015-47,o,32,
Malaria cases,Kholifa Rowalla,Maborie MCHP,9999,2015-47,u,46,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-47,o,2,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-47,u,18,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-47,o,43,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-47,u,33,
Malaria cases,Kholifa Rowalla,Magbass CHP,9999,2015-47,o,7,
Malaria cases,Kholifa Rowalla,Magbass CHP,9999,2015-47,u,26,
